date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_437,Gap_Up_aVWAP_434,Gap_Up_aVWAP_433,Gap_Up_aVWAP_428,Gap_Up_aVWAP_409,Gap_Up_aVWAP_407,Gap_Up_aVWAP_404,Gap_Up_aVWAP_398,Gap_Up_aVWAP_388,Gap_Up_aVWAP_387,Gap_Down_aVWAP_443,Gap_Down_aVWAP_439,Gap_Down_aVWAP_438,Gap_Down_aVWAP_429,Gap_Down_aVWAP_423,Gap_Down_aVWAP_420,Gap_Down_aVWAP_416,Gap_Down_aVWAP_412,Gap_Down_aVWAP_391,Gap_Down_aVWAP_390,aVWAP_OB_bull_382,aVWAP_OB_bear_234,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-28 17:00:00+00:00,16.11,16.11,15.75,15.75,35.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.022502596053997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8301267184589,-14.190988158899245,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,814.0,115.72172571741955,False,False,False,False,198.15085479304838,False,False,False,False
2023-12-29 17:00:00+00:00,15.65,15.65,15.65,15.65,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.022502596053997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62944349791599,-14.190988158899245,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,814.0,126.54774547373862,False,False,False,False,195.07874851718717,False,False,False,False
2024-01-01 17:00:00+00:00,15.65,15.65,15.65,15.65,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.022502596053997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.16232135088738,-14.190988158899245,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,814.0,137.20591996251784,False,False,False,False,192.05427179599047,False,False,False,False
2024-01-02 17:00:00+00:00,15.09,15.09,15.09,15.09,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.022502596053997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.783494503006715,-14.190988158899245,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,814.0,147.69885143596719,False,False,False,False,189.0766861867503,False,False,False,False
2024-01-03 17:00:00+00:00,14.61,14.61,14.61,14.61,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.022502596053997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.91457153569782,-14.190988158899245,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,814.0,158.02910180130104,False,False,False,False,186.14526469548284,False,False,False,False
2024-01-04 17:00:00+00:00,14.66,14.66,14.3,14.3,95.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.656546474358976,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.913810308286344,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,719.0,166.72632502918785,False,False,False,False,184.7321598164831,False,False,False,False
2024-01-05 17:00:00+00:00,15.15,15.525,15.15,15.17,243.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.518313100657561,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.27535817146813,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,962.0,179.05614944733995,False,False,False,False,185.63553718366938,False,False,False,False
2024-01-08 17:00:00+00:00,15.17,15.48,15.17,15.48,103.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.499166666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.645807638461676,-14.190988158899245,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,1065.0,192.79171302179978,False,False,False,False,184.35436606454272,False,False,False,False
2024-01-09 17:00:00+00:00,15.48,15.48,15.48,15.48,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.499166666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.226107283124044,-14.190988158899245,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1065.0,206.31432212223697,False,False,False,False,181.49615883873585,False,False,False,False
2024-01-10 17:00:00+00:00,14.64,14.81,14.5,14.54,180.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.330536093418258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39806998910447,-14.190988158899245,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,885.0,216.83658069398524,False,False,False,False,181.47296257767016,False,False,False,False
2024-01-11 17:00:00+00:00,14.4,14.41,14.21,14.29,213.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.141103896103894,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.84277152432595,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,672.0,223.8933778925281,False,False,False,False,181.96175385553573,False,False,False,False
2024-01-12 17:00:00+00:00,14.29,14.76,14.29,14.76,5.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.13878591954023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.174956353010984,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,677.0,230.91828676241138,False,False,False,False,179.21816077250418,False,False,False,False
2024-01-15 17:00:00+00:00,14.76,14.76,14.76,14.76,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.13878591954023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39641290546768,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,677.0,237.83428231648253,False,False,False,False,176.43958463649636,False,False,False,False
2024-01-16 17:00:00+00:00,14.76,14.76,14.22,14.38,263.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.012100023424688,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.68210860976566,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,414.0,240.56553375343628,False,False,False,False,177.78160658011657,False,False,False,False
2024-01-17 17:00:00+00:00,13.89,13.89,13.67,13.67,240.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.828994788534775,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.78310388424277,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,174.0,239.53350997431323,False,False,False,False,178.7462328346884,False,False,False,False
2024-01-18 17:00:00+00:00,13.78,14.02,13.78,14.02,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.77856967290603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.418364758660815,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,274.0,240.06787416075798,False,False,False,False,177.525361007794,False,False,False,False
2024-01-19 17:00:00+00:00,13.95,13.95,13.83,13.83,4.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.77651292209017,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.41350936812105,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,270.0,240.53193812725783,False,False,False,False,174.83504533325456,False,False,False,False
2024-01-22 17:00:00+00:00,13.83,13.83,13.59,13.59,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.193623013747546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80066423107124,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,170.0,239.43841970668018,False,False,False,False,173.67481207227385,False,False,False,False
2024-01-23 17:00:00+00:00,13.985,14.29,13.94,14.29,531.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.345185372495216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.06136602431787,-14.190988158899245,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,701.0,246.59441319959987,False,False,False,False,179.21473746650216,False,False,False,False
2024-01-24 17:00:00+00:00,13.94,14.525,13.94,14.525,37.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.349706266112538,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45553332357179,-13.255977794077111,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,738.0,254.21310446782314,False,False,False,False,177.0098578158587,False,False,False,False
2024-01-25 17:00:00+00:00,14.525,14.69,14.525,14.54,52.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.366898564200508,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79941668125109,-10.603452480551255,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,790.0,262.5198780419654,False,False,False,False,175.07172048538027,False,False,False,False
2024-01-26 17:00:00+00:00,14.54,14.54,14.54,14.54,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.366898564200508,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.362005586370614,-8.703476847729796,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,790.0,270.69786442891166,False,False,False,False,172.35743024529685,False,False,False,False
2024-01-29 17:00:00+00:00,14.54,14.565,14.26,14.565,5.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.36787966965554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.572185667928565,-7.1157679712343835,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,795.0,278.82657970908355,False,False,False,False,169.7627414042845,False,False,False,False
2024-01-30 17:00:00+00:00,14.565,14.565,14.36,14.36,1.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.368042992831718,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.85953287504769,-7.1157679712343835,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,794.0,286.8137645197954,False,False,False,False,167.14626479336536,False,False,False,False
2024-01-31 17:00:00+00:00,14.36,14.36,14.01,14.01,1.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.367937850474334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.10560577595075,-7.1157679712343835,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,793.0,294.6616131318916,False,False,False,False,164.57035371129768,False,False,False,False
2024-02-01 17:00:00+00:00,14.01,14.255,13.93,14.255,70.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.361983701556344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.28794131564991,-7.1157679712343835,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,863.0,303.4730609903119,False,False,False,False,163.104146677014,False,False,False,False
2024-02-02 17:00:00+00:00,14.255,14.255,13.62,13.62,14.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.35725570502819,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.84657628688841,-1.66934831189333,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,849.0,311.9308429904621,False,False,False,False,160.79245448047115,False,False,False,False
2024-02-05 17:00:00+00:00,13.62,13.62,13.06,13.34,52.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.320976603265937,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32889299449347,-5.135573531304502,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,797.0,319.45129503712155,False,False,False,False,159.10574975984366,False,False,False,False
2024-02-06 17:00:00+00:00,13.51,13.745,13.51,13.745,3.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.319738384093991,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.197965373089154,-5.135573531304502,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,800.0,326.9016625559259,False,False,False,False,156.6855055775205,False,False,False,False
2024-02-07 17:00:00+00:00,13.745,13.95,13.745,13.95,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.296768793384134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.22923811313082,-5.135573531304502,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,900.0,335.7869080976945,False,False,False,False,155.80666052980698,False,False,False,False
2024-02-08 17:00:00+00:00,13.475,13.63,13.465,13.58,40.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.279665496323656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.543749016393235,-5.135573531304502,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,860.0,343.91424285586976,False,False,False,False,154.01120842856966,False,False,False,False
2024-02-09 17:00:00+00:00,13.58,13.81,13.58,13.81,107.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.250106863644305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.774227787796235,-5.135573531304502,True,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,967.0,353.574487152678,False,False,False,False,153.28235248394066,False,False,False,False
2024-02-12 17:00:00+00:00,13.94,13.94,13.94,13.94,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.250106863644305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.52661314638711,-5.135573531304502,True,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,967.0,363.0849602200783,False,False,False,False,150.90588190279428,False,False,False,False
2024-02-13 17:00:00+00:00,13.57,13.57,12.89,12.89,38.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.226345111789035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62094022145347,-5.135573531304502,True,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,929.0,371.85883680581355,False,False,False,False,149.15540311360368,False,False,False,False
2024-02-14 17:00:00+00:00,12.74,12.74,12.74,12.74,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.226345111789035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.48712897726516,-7.440336226942655,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,929.0,380.4966842971963,False,False,False,False,146.84291624362533,False,False,False,False
2024-02-15 17:00:00+00:00,13.4,13.6,12.98,12.98,77.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.184803740263813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.23747835369876,-7.752153500948921,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1006.0,390.1944101220459,False,False,False,False,145.76008033287144,False,False,False,False
2024-02-16 17:00:00+00:00,13.0,13.315,13.0,13.05,34.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.166461381543826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61197703222844,-7.752153500948921,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1040.0,400.2689153914715,False,False,False,False,144.02736590910598,False,False,False,False
2024-02-19 17:00:00+00:00,13.05,13.05,13.05,13.05,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.166461381543826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.86164281791489,-7.752153500948921,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1040.0,410.1872267807511,False,False,False,False,141.79438349191054,False,False,False,False
2024-02-20 17:00:00+00:00,12.71,12.825,12.61,12.61,238.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.564131198517158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.86088979187684,-9.79908142891972,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,802.0,416.2618434198092,False,False,False,False,143.2859434377724,False,False,False,False
2024-02-21 17:00:00+00:00,12.61,12.61,12.61,12.61,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.564131198517158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.52705444118481,-11.282247225224417,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,802.0,422.2422799559362,False,False,False,False,141.06445594261314,False,False,False,False
2024-02-22 17:00:00+00:00,12.68,12.68,12.68,12.68,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.564131198517158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.38736586165005,-11.671166365341428,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,802.0,428.1299965457667,False,False,False,False,138.8774101140455,False,False,False,False
2024-02-23 17:00:00+00:00,12.95,12.95,12.7,12.7,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.350627575888575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.52476661388423,-11.837191807576822,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,902.0,435.47681830474704,False,False,False,False,138.27465956964167,False,False,False,False
2024-02-26 17:00:00+00:00,12.7,13.15,12.7,13.15,8.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.354745362119768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.17833984128107,-14.585344632395476,False,False,False,True,True,0.0,0,,,False,False,False,False,,,False,False,False,False,910.0,442.83376685816177,False,False,False,False,136.25489740577126,False,False,False,False
2024-02-27 17:00:00+00:00,13.15,13.58,13.15,13.58,21.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.388996439363467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.442085519199836,-8.877837596209595,True,False,False,True,True,0.0,0,,,False,False,False,False,,,False,False,False,False,931.0,450.40223558904296,False,False,False,False,134.46799977157326,False,False,False,False
2024-02-28 17:00:00+00:00,13.58,13.58,13.58,13.58,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.388996439363467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61791597114568,-5.302785995551005,True,False,False,False,True,0.0,0,,,False,False,False,False,,,False,False,False,False,931.0,457.8533637194454,False,False,False,False,132.3832245813163,False,False,False,False
2024-02-29 17:00:00+00:00,13.565,13.61,13.565,13.6,28.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.432853425654619,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.55201119306959,-2.849770681975457,True,False,True,False,True,0.0,0,,,False,False,False,False,,,False,False,False,False,959.0,465.6230790106167,False,False,False,False,130.7648800141641,False,False,False,False
2024-03-01 17:00:00+00:00,13.51,13.51,13.35,13.35,4.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.436270463135202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.956741144877746,-2.849770681975457,True,False,True,False,True,0.0,0,,,False,False,False,False,,,False,False,False,False,955.0,473.21031809572344,False,False,False,False,128.7995330372003,False,False,False,False
2024-03-04 17:00:00+00:00,13.35,13.35,13.35,13.35,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.436270463135202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.559894446083185,-2.849770681975457,True,False,True,False,True,0.0,0,,,False,False,False,False,,,False,False,False,False,955.0,480.67992556710755,False,False,False,False,126.80264105212741,False,False,False,False
