date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_858,Gap_Up_aVWAP_804,Gap_Up_aVWAP_792,Gap_Up_aVWAP_702,Gap_Up_aVWAP_696,Gap_Up_aVWAP_612,Gap_Up_aVWAP_540,Gap_Up_aVWAP_522,Gap_Up_aVWAP_516,Gap_Up_aVWAP_504,Gap_Down_aVWAP_876,Gap_Down_aVWAP_840,Gap_Down_aVWAP_774,Gap_Down_aVWAP_762,Gap_Down_aVWAP_744,Gap_Down_aVWAP_726,Gap_Down_aVWAP_690,Gap_Down_aVWAP_630,Gap_Down_aVWAP_528,Gap_Down_aVWAP_486,aVWAP_OB_bull_692,aVWAP_OB_bull_446,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-11 19:00:00+00:00,11.695,11.96,11.68,11.9,14636.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.924383521874304,2.0921319347047174,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2928.0,2252.1012968950663,False,False,False,False,51127.77514587449,False,False,False,False
2025-02-11 20:00:00+00:00,11.9,12.015,11.785,11.805,21857.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.028305549682344,2.0921319347047174,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-24785.0,1832.9214318269255,False,False,False,False,50673.964678496595,False,False,False,False
2025-02-12 15:00:00+00:00,11.97,12.15,11.83,11.995,22890.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.631848266505926,2.0921319347047174,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1895.0,1775.124200325733,False,False,False,False,50243.20553619432,False,False,False,False
2025-02-12 16:00:00+00:00,11.995,12.075,11.94,11.96,18595.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.296728059655194,2.0921319347047174,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-20490.0,1429.928476289675,False,False,False,False,49752.53568291999,False,False,False,False
2025-02-12 17:00:00+00:00,11.96,12.155,11.94,12.075,11510.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.612499761847396,2.0921319347047174,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-8980.0,1268.5342363471993,False,False,False,False,49159.62815295223,False,False,False,False
2025-02-12 18:00:00+00:00,12.085,12.15,12.04,12.11,13943.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.44835292043982,-7.061580208666712,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4963.0,1325.8127753185606,False,False,False,False,48613.63391802274,False,False,False,False
2025-02-12 19:00:00+00:00,12.115,12.25,12.03,12.15,21100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.066599923402826,-4.063513869216962,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,26063.0,1709.3350578717611,False,False,False,False,48187.06595030145,False,False,False,False
2025-02-12 20:00:00+00:00,12.15,12.245,11.98,12.0,58184.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.05495389892103,-4.063513869216962,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-32121.0,1184.833739145067,False,False,False,False,48342.057175878166,False,False,False,False
2025-02-13 15:00:00+00:00,11.49,11.875,11.13,11.15,46051.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.71444415290257,3.758005449046422,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-78172.0,-45.50476843857746,False,False,False,False,48306.53690958548,False,False,False,False
2025-02-13 16:00:00+00:00,11.15,11.515,11.09,11.24,28566.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.281666666666668,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.37027303410471,-1.222725039712813,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-49606.0,-813.8845394705374,False,False,False,False,48000.482073777945,False,False,False,False
2025-02-13 17:00:00+00:00,11.24,11.42,11.155,11.375,44796.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.303038221422536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03711271832584,-2.606247397736375,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4810.0,-875.8398179283586,False,False,False,False,47950.800181161234,False,False,False,False
2025-02-13 18:00:00+00:00,11.355,11.465,11.27,11.42,20787.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.3211344252196,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.881677799202954,-3.192636127341082,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,15977.0,-614.5554796659035,False,False,False,False,47529.65599230602,False,False,False,False
2025-02-13 19:00:00+00:00,11.41,11.745,11.3,11.745,26177.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.381076644560057,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.303987067596196,-3.192636127341082,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,42154.0,48.52289986380049,False,False,False,False,47198.60706219275,False,False,False,False
2025-02-13 20:00:00+00:00,11.745,12.05,11.625,11.935,97857.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.600363082061085,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.30295100265004,-3.192636127341082,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,140011.0,2218.48378513723,False,False,False,False,47984.00850308898,False,False,False,False
2025-02-14 15:00:00+00:00,12.58,13.07,12.545,12.94,51409.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.345321578533488,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.80338171770444,-4.397144951996182,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,191420.0,5151.840625677738,False,False,False,False,48037.10914645194,False,False,False,False
2025-02-14 16:00:00+00:00,12.955,12.985,12.695,12.74,31527.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.387426832251315,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.97793656094352,-0.5782279012492424,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,159893.0,7550.928367915292,False,False,False,False,47781.13846201083,False,False,False,False
2025-02-14 17:00:00+00:00,12.74,12.75,12.485,12.665,18109.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.389052359198523,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.95830808101206,1.3987448581051822,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,141784.0,9632.061261435985,False,False,False,False,47321.10530756105,False,False,False,False
2025-02-14 18:00:00+00:00,12.67,12.745,12.59,12.66,14550.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.395589444264552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.220630564612584,2.9550424154048898,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,127234.0,11455.347133351706,False,False,False,False,46813.02615550584,False,False,False,False
2025-02-14 19:00:00+00:00,12.66,12.76,12.575,12.65,22953.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.406628632819704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93295724575965,4.194904001573043,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,104281.0,12894.50454213695,False,False,False,False,46443.10326937397,False,False,False,False
2025-02-14 20:00:00+00:00,12.65,12.65,12.15,12.3,55443.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.30281869445931,4.194904001573043,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,48838.0,13451.768037607695,False,False,False,False,46582.636552019336,False,False,False,False
2025-02-17 15:00:00+00:00,12.3,12.3,12.3,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.88272632692575,4.194904001573043,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48838.0,14000.391788962614,False,False,False,False,45860.42513260818,False,False,False,False
2025-02-17 16:00:00+00:00,12.3,12.3,12.3,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.26933141523671,4.194904001573043,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48838.0,14540.509745722882,False,False,False,False,45149.410789466965,False,False,False,False
2025-02-17 17:00:00+00:00,12.3,12.3,12.3,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.19373480744402,4.194904001573043,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48838.0,15072.253780672914,False,False,False,False,44449.41992451399,False,False,False,False
2025-02-17 18:00:00+00:00,12.3,12.3,12.3,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.476670402248885,4.194904001573043,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48838.0,15595.753722057829,False,False,False,False,43760.28163111067,False,False,False,False
2025-02-17 19:00:00+00:00,12.3,12.3,12.3,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.99862746545213,10.85975546427413,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48838.0,16111.137385281738,False,False,False,False,43081.82765233376,False,False,False,False
2025-02-17 20:00:00+00:00,12.3,12.3,12.3,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.371362982895484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6799321742543,9.900396238200493,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48838.0,16618.530604114578,False,False,False,False,42413.892339894475,False,False,False,False
2025-02-18 15:00:00+00:00,12.875,12.94,12.63,12.63,14469.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.501202852716565,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.98086845342914,9.900396238200493,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,63307.0,17342.382842810475,False,False,False,False,41980.63819508991,False,False,False,False
2025-02-18 16:00:00+00:00,12.63,12.705,12.3,12.3,12883.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.453221832815366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41195005694843,9.900396238200493,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,50424.0,17855.276132069226,False,False,False,False,41529.51202152262,False,False,False,False
2025-02-18 17:00:00+00:00,12.3,12.455,12.27,12.35,11467.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.427455323244018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.36363403318178,9.900396238200493,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,61891.0,18538.000533122417,False,False,False,False,41063.42656382459,False,False,False,False
2025-02-18 18:00:00+00:00,12.345,12.35,12.075,12.22,9668.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,12.402047706219129,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.83669254687619,7.377674053754561,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,52223.0,19060.248586872458,False,False,False,False,40576.67576438545,False,False,False,False
2025-02-18 19:00:00+00:00,12.205,12.245,11.925,11.995,13297.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.362478325115859,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.506577392298595,3.1890347559300665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,38926.0,19368.244732812418,False,False,False,False,40153.73505486009,False,False,False,False
2025-02-18 20:00:00+00:00,11.99,12.16,11.93,12.085,35992.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.300439848539911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.06562249593279,1.7554216029775773,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,74918.0,20229.481248582768,False,False,False,False,40089.212030753726,False,False,False,False
2025-02-19 15:00:00+00:00,11.54,12.35,11.455,12.29,29432.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.207734125680938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.017677823695834,1.7554216029775773,False,True,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,104350.0,21533.675337752025,False,False,False,False,39923.983937253666,False,False,False,False
2025-02-19 16:00:00+00:00,12.29,12.35,12.04,12.07,10556.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.212373784020848,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.608698383189285,1.7554216029775773,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,93794.0,22653.99044879463,False,False,False,False,39468.66635683113,False,False,False,False
2025-02-19 17:00:00+00:00,12.08,12.12,11.93,11.94,7063.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.20453055280627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.29305402729646,-0.20504524090533494,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,86731.0,23647.43245734045,False,False,False,False,38966.25292494227,False,False,False,False
2025-02-19 18:00:00+00:00,11.935,11.99,11.815,11.97,7600.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.193179509485857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.22986336095923,-1.4184114361923932,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,94331.0,24743.30172156773,False,False,False,False,38479.95442998193,False,False,False,False
2025-02-19 19:00:00+00:00,11.955,12.22,11.935,12.175,9410.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.192688607628403,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.56759547586651,-1.4184114361923932,False,True,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,103741.0,25968.072237512413,False,False,False,False,38029.25746207523,False,False,False,False
2025-02-19 20:00:00+00:00,12.17,12.17,11.935,12.11,28349.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.183578701681522,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.247657483079095,-1.4184114361923932,False,True,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,75392.0,26734.334683442452,False,False,False,False,37879.1759510353,False,False,False,False
2025-02-20 15:00:00+00:00,11.775,12.005,11.675,11.895,14646.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.164946221447964,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.109523992764636,-1.4184114361923932,False,True,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,60746.0,27261.647324009235,False,False,False,False,37518.97167272468,False,False,False,False
2025-02-20 16:00:00+00:00,11.9,12.165,11.845,12.06,10536.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.160762206307188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16236024056239,-1.4184114361923932,False,True,False,True,True,0.0,1,,,False,False,False,False,,,False,False,False,False,71282.0,27944.13341200909,False,False,False,False,37100.63102663592,False,False,False,False
2025-02-20 17:00:00+00:00,12.05,12.08,11.89,11.94,9517.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.155155302318837,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.41754673802744,-1.4184114361923932,False,True,False,True,True,0.0,1,,,False,False,False,False,,,False,False,False,False,61765.0,28468.487932753134,False,False,False,False,36672.97783242451,False,False,False,False
2025-02-20 18:00:00+00:00,11.925,11.98,11.805,11.83,7092.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.148513556743183,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.683275638860444,-2.8877339707657015,False,True,False,True,False,0.0,1,,,False,False,False,False,,,False,False,False,False,54673.0,28874.75943767169,False,False,False,False,36214.35802106909,False,False,False,False
2025-02-20 19:00:00+00:00,11.835,11.85,11.72,11.75,10205.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.135910409144577,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.663146038232334,-4.980916905673254,False,True,False,True,False,0.0,1,,,False,False,False,False,,,False,False,False,False,44468.0,29116.51510530469,False,False,False,False,35811.11216027732,False,False,False,False
2025-02-20 20:00:00+00:00,11.74,11.76,11.49,11.55,36749.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.078074326911956,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40284208542592,-8.136182079381655,False,True,False,True,False,0.0,1,,,False,False,False,False,,,False,False,False,False,7719.0,28784.770685067408,False,False,False,False,35825.6530570172,False,False,False,False
2025-02-21 15:00:00+00:00,11.53,11.59,11.23,11.245,11388.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.054694084715088,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.047668620423224,-12.167052412669044,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,-3669.0,28281.611449640004,False,False,False,False,35446.77471504795,False,False,False,False
2025-02-21 16:00:00+00:00,11.245,11.305,11.15,11.18,7782.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.036467191041467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.751947089249374,-15.11705894510402,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,-11451.0,27665.601969800624,False,False,False,False,35017.86347915573,False,False,False,False
2025-02-21 17:00:00+00:00,11.17,11.21,11.04,11.085,10473.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.010421132275198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.986207182705005,-17.590207020426938,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,-21924.0,26896.770931509138,False,False,False,False,34637.32296009905,False,False,False,False
2025-02-21 18:00:00+00:00,11.09,11.205,11.045,11.07,13685.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.978742452172899,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05002753265822,-19.362453365362043,False,True,False,True,False,0.0,0,,,False,False,False,False,,,False,False,False,False,-35609.0,25927.68921164078,False,False,False,False,34312.48074366341,False,False,False,False
