date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_441,Gap_Up_aVWAP_436,Gap_Up_aVWAP_430,Gap_Up_aVWAP_427,Gap_Up_aVWAP_423,Gap_Up_aVWAP_415,Gap_Up_aVWAP_414,Gap_Up_aVWAP_410,Gap_Up_aVWAP_404,Gap_Up_aVWAP_403,Gap_Down_aVWAP_445,Gap_Down_aVWAP_444,Gap_Down_aVWAP_442,Gap_Down_aVWAP_440,Gap_Down_aVWAP_437,Gap_Down_aVWAP_435,Gap_Down_aVWAP_409,Gap_Down_aVWAP_407,Gap_Down_aVWAP_399,Gap_Down_aVWAP_396,aVWAP_OB_bull_147,aVWAP_OB_bear_360,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-28 17:00:00+00:00,55.26,55.665,55.105,55.61,21861.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.822994459793506,-4.702736537200131,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,41157.0,-4826.718504165058,False,False,False,False,52389.22148941025,False,False,False,False
2023-12-29 17:00:00+00:00,55.75,55.965,55.655,55.91,28872.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.07754007068257,0.0647969486486133,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,70029.0,-3666.164728906685,False,False,False,False,52024.61340430311,False,False,False,False
2024-01-01 17:00:00+00:00,55.91,55.91,55.91,55.91,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58057047794195,3.466346280037598,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,70029.0,-2523.6040354352635,False,False,False,False,51218.03025074802,False,False,False,False
2024-01-02 17:00:00+00:00,57.74,57.94,57.57,57.66,58646.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,57.72333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.79714387883308,9.56088342019875,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,128675.0,-489.5171511649494,False,False,False,False,51333.19257244185,False,False,False,False
2024-01-03 17:00:00+00:00,57.79,57.87,57.45,57.47,37196.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,57.6741743703178,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.41822585920147,12.41120441400848,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,91479.0,936.3513317988482,False,False,False,False,51114.01129224895,False,False,False,False
2024-01-04 17:00:00+00:00,57.55,57.555,56.83,56.85,34644.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,57.51597872568704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.73236230053587,12.41120441400848,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,56835.0,1802.9970475849125,False,False,False,False,50858.662279966025,False,False,False,False
2024-01-05 17:00:00+00:00,56.36,56.84,56.21,56.65,69969.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,57.184620488388916,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6701327966505,12.41120441400848,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-13134.0,1571.4156980099524,False,False,False,False,51154.946585702986,False,False,False,False
2024-01-08 17:00:00+00:00,56.5,56.685,56.425,56.545,35021.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,57.09048488310203,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.94211888442412,12.41120441400848,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-48155.0,800.4635166454569,False,False,False,False,50904.8078789479,False,False,False,False
2024-01-09 17:00:00+00:00,56.215,56.46,56.065,56.395,45430.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,56.96372055064683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.10740627961704,12.41120441400848,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-93585.0,-662.8770029924572,False,False,False,False,50819.92713663863,False,False,False,False
2024-01-10 17:00:00+00:00,56.02,56.02,55.595,55.79,61753.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,56.754298607848234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6269782360894,21.208736602193042,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-155338.0,-3060.9409254266825,False,False,False,False,50989.43214227213,False,False,False,False
2024-01-11 17:00:00+00:00,55.26,55.385,55.17,55.26,56580.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,56.54418057020147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.515053650141915,15.050918682079015,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-211918.0,-6299.034864567354,False,False,False,False,51076.107612934575,False,False,False,False
2024-01-12 17:00:00+00:00,55.29,55.745,55.265,55.43,50238.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,56.42523721273094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.45508615769191,11.806141603729934,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-161680.0,-8708.04207596941,False,False,False,False,51063.113696454966,False,False,False,False
2024-01-15 17:00:00+00:00,55.43,55.43,55.43,55.43,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,56.42523721273094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4151078293919,9.397840755443,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-161680.0,-11079.70033835748,False,False,False,False,50271.43751511458,False,False,False,False
2024-01-16 17:00:00+00:00,54.535,54.62,54.01,54.15,78338.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,56.10387394573224,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.16801173763783,3.1004185430306634,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-240018.0,-14629.131340863565,False,False,False,False,50706.57801875621,False,False,False,False
2024-01-17 17:00:00+00:00,54.56,54.715,54.405,54.555,35018.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,56.00771444341986,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.472095425591355,1.104588872751826,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-205000.0,-17580.61767666413,False,False,False,False,50463.344251023555,False,False,False,False
2024-01-18 17:00:00+00:00,54.1,54.585,54.08,54.575,31939.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,55.92209686512926,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.46348241145314,-0.4204071271276888,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-173061.0,-19991.166239816623,False,False,False,False,50176.145115348765,False,False,False,False
2024-01-19 17:00:00+00:00,54.07,54.285,53.91,53.92,31265.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,55.82801957126069,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.58811393834789,-3.743368282253627,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-204326.0,-22849.070639199308,False,False,False,False,49882.94906704878,False,False,False,False
2024-01-22 17:00:00+00:00,53.49,53.795,53.395,53.7,67861.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.62153015164572,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02855572890768,-6.720170698418983,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-272187.0,-26714.77497037451,False,False,False,False,50161.67853887748,False,False,False,False
2024-01-23 17:00:00+00:00,53.96,54.53,53.945,54.435,65234.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.730266997440154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83100622898048,-6.720170698418983,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-206953.0,-29509.166056105136,False,False,False,False,50395.3579413755,False,False,False,False
2024-01-24 17:00:00+00:00,54.03,54.185,53.42,53.47,37289.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.65855616976802,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.596067695276396,-6.720170698418983,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-244242.0,-32838.35728004149,False,False,False,False,50192.158593447195,False,False,False,False
2024-01-25 17:00:00+00:00,54.165,54.77,54.11,54.625,34664.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.69023943734999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.856021637630086,-6.720170698418983,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-209578.0,-35578.50677957573,False,False,False,False,49951.41194858754,False,False,False,False
2024-01-26 17:00:00+00:00,54.945,55.005,54.68,54.725,22861.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.72270180026816,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.069900977712194,-6.720170698418983,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-186717.0,-37921.73923260556,False,False,False,False,49531.40556178773,False,False,False,False
2024-01-29 17:00:00+00:00,54.75,54.895,54.535,54.77,32911.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.75205603655162,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.39565123018251,-12.511937242475483,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-153806.0,-39718.394438301606,False,False,False,False,49273.72485540342,False,False,False,False
2024-01-30 17:00:00+00:00,55.055,55.3,55.005,55.29,27648.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.799442994613365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00951892038295,-8.82774106652655,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-126158.0,-41058.54336173879,False,False,False,False,48938.44229950569,False,False,False,False
2024-01-31 17:00:00+00:00,55.1,55.165,54.8,54.8,32772.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.825836270519744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.24214415741211,-8.259877722844891,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-158930.0,-42886.00780574284,False,False,False,False,48687.79978323428,False,False,False,False
2024-02-01 17:00:00+00:00,55.35,55.54,55.28,55.535,21484.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.862408984975936,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14383729210148,-5.133720638156582,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-137446.0,-44352.05419635148,False,False,False,False,48266.03544550972,False,False,False,False
2024-02-02 17:00:00+00:00,54.96,55.27,54.775,55.055,42044.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.8908994794581,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.003050687741116,-4.853826657743333,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-179490.0,-46447.21614679564,False,False,False,False,48169.56977968787,False,False,False,False
2024-02-05 17:00:00+00:00,54.57,54.69,54.11,54.11,42616.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.86217597064646,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.59524774563625,-4.853826657743333,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-222106.0,-49170.608144519734,False,False,False,False,48083.46792263844,False,False,False,False
2024-02-06 17:00:00+00:00,54.49,54.785,54.275,54.42,66819.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.84166731917712,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.608865293083014,-4.853826657743333,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-155287.0,-50815.82352212408,False,False,False,False,48373.941288178925,False,False,False,False
2024-02-07 17:00:00+00:00,54.4,54.44,53.67,53.68,84495.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.75765133628469,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65395868718518,0.8617903239186688,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-239782.0,-53745.531684571775,False,False,False,False,48933.95770231568,False,False,False,False
2024-02-08 17:00:00+00:00,55.85,55.855,54.655,54.925,160801.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.942533065052885,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.223052875877414,0.8617903239186688,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-78981.0,-54136.779255353606,False,False,False,False,50668.33045111699,False,False,False,False
2024-02-09 17:00:00+00:00,53.42,53.51,53.125,53.49,57364.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.395455896842634,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.03043291749755,0.8617903239186688,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-136345.0,-55411.32531341014,False,False,False,False,50772.13928133223,False,False,False,False
2024-02-12 17:00:00+00:00,53.76,54.65,53.66,54.65,55717.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.48422161497857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.913902735029396,0.8617903239186688,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-80628.0,-55802.28151010146,False,False,False,False,50848.8037885984,False,False,False,False
2024-02-13 17:00:00+00:00,53.93,54.255,53.66,54.215,47049.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.46545247683684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0447562942742,0.8617903239186688,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-127677.0,-56916.61823087507,False,False,False,False,50789.89210195346,False,False,False,False
2024-02-14 17:00:00+00:00,53.72,54.065,53.38,53.99,38405.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.42846001881678,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.543843716409825,0.8617903239186688,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-166082.0,-58609.10476993127,False,False,False,False,50597.87827091542,False,False,False,False
2024-02-15 17:00:00+00:00,54.925,55.47,54.79,55.39,86600.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.58731223146363,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96810989366975,0.8617903239186688,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-79482.0,-58932.715548692024,False,False,False,False,51156.050700823704,False,False,False,False
2024-02-16 17:00:00+00:00,55.625,55.845,55.265,55.46,69812.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.70152816461656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.41665678837368,-2.7367769166987514,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-9670.0,-58168.952516929356,False,False,False,False,51445.29022484194,False,False,False,False
2024-02-19 17:00:00+00:00,55.46,55.46,55.46,55.46,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.70152816461656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.049021384842966,-1.0443752965095143,True,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-9670.0,-57417.03077248084,False,False,False,False,50647.68882600718,False,False,False,False
2024-02-20 17:00:00+00:00,56.235,56.36,56.015,56.145,72513.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.85298310835063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.91274381006998,1.7751344486296716,True,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,62843.0,-55552.5341713571,False,False,False,False,50986.685898472184,False,False,False,False
2024-02-21 17:00:00+00:00,56.04,56.5,55.94,56.465,81626.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,54.99609196386993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.58829796969637,4.360341451494818,True,False,True,False,True,6.893590067935946,0,,,False,False,False,False,,,False,False,False,False,144469.0,-52451.42511443683,False,False,False,False,51461.714024077264,False,False,False,False
2024-02-22 17:00:00+00:00,56.66,57.385,56.56,56.97,65690.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.503871240346804,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.52315410469429,7.153008053393819,True,False,True,False,True,8.87126034210247,0,,,False,False,False,False,,,False,False,False,False,210159.0,-48379.945655298274,False,False,False,False,51682.30760509932,False,False,False,False
2024-02-23 17:00:00+00:00,57.06,57.06,56.48,56.485,37191.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.5289304176286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.28688878721067,7.153008053393819,True,False,True,False,True,6.550570059468942,0,,,False,False,False,False,,,False,False,False,False,172968.0,-44948.19455986729,False,False,False,False,51457.63616936134,False,False,False,False
2024-02-26 17:00:00+00:00,56.76,56.875,56.37,56.44,34505.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.550179133173536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9245599778438,7.153008053393819,True,False,True,False,True,6.337491629049403,0,,,False,False,False,False,,,False,False,False,False,138463.0,-42104.6101480864,False,False,False,False,51194.80460084411,False,False,False,False
2024-02-27 17:00:00+00:00,56.04,56.07,55.385,55.69,24878.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.525439327880875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.478157499456785,7.153008053393819,True,False,True,False,False,2.876949862401947,0,,,False,False,False,False,,,False,False,False,False,113585.0,-39690.81774268971,False,False,False,False,50786.792126412416,False,False,False,False
2024-02-28 17:00:00+00:00,55.61,56.12,55.455,56.12,35774.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.51519488609341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.665383333887206,7.153008053393819,True,False,True,False,False,4.628534124566578,0,,,False,False,False,False,,,False,False,False,False,149359.0,-36759.81281644646,False,False,False,False,50554.03565933625,False,False,False,False
2024-02-29 17:00:00+00:00,55.435,55.54,55.12,55.12,32480.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.47901130619348,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.49936993611236,8.536066076413967,False,False,True,False,False,0.2894644297054043,0,,,False,False,False,False,,,False,False,False,False,116879.0,-34377.81571851705,False,False,False,False,50273.81805221476,False,False,False,False
2024-03-01 17:00:00+00:00,54.71,54.86,54.425,54.85,28263.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,55.43189055246255,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.884143675013505,5.170730188297675,False,False,False,False,False,0.0,0,,,False,False,False,False,,,False,False,False,False,88616.0,-32470.934854664072,False,False,False,False,49932.56505915716,False,False,False,False
