date,Close,High,Low,Open,Volume,aVWAP_OB_bear_31,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-05-06 00:00:00+00:00,2.21,2.44,2.0,2.14,436701,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.1348124048093307,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.301155286232643,-43.00762540535991,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2909455,-1605253.0100238454,False,False,False,False,609254.1237001198,False,False,False,False
2022-05-13 00:00:00+00:00,1.96,2.65,1.86,2.21,500947,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.1420192893193835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.947060150601146,-42.63525434917801,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3410402,-1738967.750022079,False,False,False,False,601231.3737964072,False,False,False,False
2022-05-20 00:00:00+00:00,1.89,2.09,1.76,1.92,317098,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.102526441259929,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.629009920189503,-42.264773609399114,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3727500,-1886266.4352056286,False,False,False,False,580184.4572188957,False,False,False,False
2022-05-27 00:00:00+00:00,1.99,2.18,1.85,1.9,215524,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.0924567078731258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.913069981258925,-41.330126191217474,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3511976,-2006689.3659311377,False,False,False,False,553172.5714989775,False,False,False,False
2022-06-03 00:00:00+00:00,2.56,2.65,2.03,2.1,233560,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.125251187209397,,0.0,0.0,0.0,0.0,1.0,2.35,2.18,24.0,19.820640043943445,-37.954657980852026,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3278416,-2100891.3388251276,False,False,False,False,529497.566202757,False,False,False,False
2022-06-10 00:00:00+00:00,2.6,3.2617,2.35,2.56,485399,,"rgba(239, 83, 80, 0.5)",1.0,3.0339,,2.4848496176783392,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.075923616839614,-35.34298667739298,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2793017,-2152159.906319563,False,False,False,False,526231.0057432934,False,False,False,False
2022-06-17 00:00:00+00:00,2.02,2.67,2.0099,2.47,270225,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.3947787774043583,,0.0,0.0,0.0,0.0,-1.0,2.35,2.31,26.0,22.75681990882108,-34.310547071819656,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3063242,-2219647.46881441,False,False,False,False,507267.5979104569,False,False,False,False
2022-06-24 00:00:00+00:00,2.25,2.31,1.78,2.11,949910,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.2091344770641395,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26903353176573,-32.50145467283852,False,False,False,True,True,,0,,,False,False,False,False,-0.3300103211155197,-0.3300103211155197,False,False,False,False,-2113332,-2211772.2489022315,False,False,False,False,540055.9239911637,False,False,False,False
2022-07-01 00:00:00+00:00,2.14,2.31,1.8748,2.27,221716,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.199400086701193,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.158636195130864,-31.327415464026288,False,False,False,True,True,,0,0.7899932180400137,1.246934554086131,False,False,False,False,-0.3249374991980078,-0.32747391015676375,False,False,False,False,-2335048,-2220903.786020585,False,False,False,False,516475.18888070714,False,False,False,False
2022-07-08 00:00:00+00:00,3.09,3.13,1.92,1.92,316308,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.274005219234819,,0.0,0.0,0.0,0.0,1.0,2.65,2.31,32.0,29.535632352965067,-26.87066999629138,False,False,False,True,True,,0,0.7955860349127182,1.2437513359458496,False,False,False,False,-0.27458106506353064,-0.3010274876101472,False,False,False,False,-2018740,-2205928.690759801,False,False,False,False,501647.9897043585,False,False,False,False
2022-07-15 00:00:00+00:00,3.3,3.45,2.65,3.05,257604,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.3610607635722936,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.358659841667105,-23.095557783777874,False,False,False,True,True,,0,0.8203527664314891,1.2102525064983287,False,False,False,False,-0.19349149764182125,-0.24725949262598423,False,False,False,False,-1761136,-2172981.0840368527,False,False,False,False,483570.6571336653,False,False,False,False
2022-07-22 00:00:00+00:00,3.16,3.59,3.035,3.42,158197,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.4126721150978176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.740834156043135,-20.77949661015355,False,False,False,True,True,,0,0.8697190017685202,1.1808646099430145,False,False,False,False,-0.1477321101979437,-0.19749580141196396,False,False,False,False,-1919333,-2154192.33707116,False,False,False,False,459468.9047533938,False,False,False,False
2022-07-29 00:00:00+00:00,3.34,3.5616,3.0,3.22,112237,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.4469366939093073,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.070123980286674,-18.526327528339532,False,False,False,True,True,,0,0.8792280660555384,1.1844455813407364,False,False,False,False,-0.13055144001341787,-0.16402362071269092,False,False,False,False,-1807096,-2128481.497288111,False,False,False,False,433748.02291980904,False,False,False,False
2022-08-05 00:00:00+00:00,3.48,3.84,3.25,3.42,177465,3.523333333333333,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.762158920896912,,-1.0,3.84,3.25,0.0,0.0,0.0,0.0,0.0,40.22197681403843,-16.4473645350339,False,False,False,True,True,,0,0.9105700189228657,1.1162157725108657,False,False,False,False,-0.09105619865681998,-0.12753990968475545,False,False,False,False,-1629631,-2091529.6086001028,False,False,False,False,414764.0952961195,False,False,False,False
2022-08-12 00:00:00+00:00,2.14,3.62,2.0,3.57,1033849,2.7238941320472367,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.5727141604768167,,0.0,0.0,0.0,0.0,-1.0,3.25,2.25,36.0,38.65887923102035,-16.4473645350339,False,False,False,True,True,,0,0.852371368025323,1.1702384224572853,False,False,False,False,-0.19747551779555966,-0.16250771374015754,False,False,False,False,-2663480,-2133896.3042593542,False,False,False,False,460622.23638529587,False,False,False,False
2022-08-19 00:00:00+00:00,2.04,2.25,1.88,2.25,530489,2.5206812366266447,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.4812743371140864,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.35700943097976,-16.4473645350339,False,False,False,True,True,,0,0.8261400312578028,1.213163419122747,False,False,False,False,-0.31226913086689,-0.23738842230352378,False,False,False,False,-3193969,-2212420.2076475504,False,False,False,False,465797.55220860726,False,False,False,False
2022-08-26 00:00:00+00:00,1.81,2.15,1.78,1.93,455340,2.394813328035544,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.4126347250960705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.99853989059944,-16.4473645350339,False,False,False,True,False,,0,0.8541332091644255,1.1696235971605864,False,False,False,False,-0.33154060396973384,-0.2844645131366288,False,False,False,False,-3649309,-2318856.4144884725,False,False,False,False,465022.91871167335,False,False,False,False
2022-09-02 00:00:00+00:00,1.96,2.09,1.78,1.78,568570,2.3019989324030847,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.3538910818204064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.602393172973706,-16.4473645350339,False,False,False,True,False,,0,0.8999827381375465,1.1644953951443395,False,False,False,False,-0.3398019960271488,-0.3121332545818888,False,False,False,False,-3080739,-2375292.1615634006,False,False,False,False,472693.07288117905,False,False,False,False
2022-09-09 00:00:00+00:00,2.18,2.455,1.84,1.98,295033,2.288150644211139,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.3425220981301353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1556409508789,-16.4473645350339,False,False,False,True,False,,0,0.8981712822020199,1.1314850196308972,False,False,False,False,-0.2736030145780412,-0.29286813457996497,False,False,False,False,-2785706,-2405693.1866327785,False,False,False,False,459533.0674825732,False,False,False,False
2022-09-16 00:00:00+00:00,1.83,2.35,1.77,2.22,542460,2.2422606233633786,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.3077444430018925,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.790535996423834,-16.4473645350339,False,False,False,True,False,,0,0.8987156279631067,1.1233729850874925,False,False,False,False,-0.3004885711351093,-0.29667835285753713,False,False,False,False,-3328166,-2474024.5061414614,False,False,False,False,465675.8032246048,False,False,False,False
2022-09-23 00:00:00+00:00,1.75,1.94,1.65,1.81,115032,2.227959558174239,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.297137764695689,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.35970559130093,-16.4473645350339,False,False,False,True,False,,0,0.8951146746224128,1.1818012306544843,False,False,False,False,-0.34282825441539394,-0.31975330363646554,False,False,False,False,-3443198,-2545815.135316168,False,False,False,False,439702.18817093037,False,False,False,False
2022-09-30 00:00:00+00:00,1.72,1.875,1.63,1.77,161096,2.2077654115371352,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.147234294612648,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.98527254782178,-16.4473645350339,False,False,False,True,False,,0,0.8987211295290832,1.124950559131279,False,False,False,False,-0.34282825441539394,-0.33129077902592974,False,False,False,False,-3604294,-2624220.9771446,False,False,False,False,419064.69275086146,False,False,False,False
2022-10-07 00:00:00+00:00,1.75,1.9,1.71,1.73,70832,2.2002145222082654,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.145800527490262,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.854297174985284,-16.4473645350339,False,False,False,True,False,,0,0.9389541436048987,1.1008039269703724,False,False,False,False,-0.3212862113903954,-0.3262884952081626,False,False,False,False,-3533462,-2691572.1640227777,False,False,False,False,393269.6784730199,False,False,False,False
2022-10-14 00:00:00+00:00,1.88,1.91,1.7,1.73,35572,2.1969104236990327,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.1461030980327003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.369331114014244,-16.4473645350339,False,False,False,True,False,,0,0.9610733378315254,1.0699382363626928,False,False,False,False,-0.3212862113903954,-0.323787353299279,False,False,False,False,-3497890,-2751299.4111322016,False,False,False,False,366773.55414168513,False,False,False,False
2022-10-21 00:00:00+00:00,1.83,2.0,1.75,1.92,111661,2.1877290491683468,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.0323717163020456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.59865752301134,-16.4473645350339,False,False,False,True,False,,0,0.9720205273789377,1.0743844516023366,False,False,False,False,-0.29300188377508407,-0.30839461853718153,False,False,False,False,-3609551,-2814873.602900187,False,False,False,False,347876.3279089677,False,False,False,False
2022-10-28 00:00:00+00:00,1.82,1.98,1.75,1.81,71468,2.1819392699103464,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.03093343065529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.73324734801132,-16.4473645350339,False,False,False,True,False,,0,1.0063904115425035,1.0284018290777925,False,False,False,False,-0.29701374430222716,-0.30270418141970434,False,False,False,False,-3681019,-2879032.521203877,False,False,False,False,327401.6369527478,False,False,False,False
2022-11-04 00:00:00+00:00,1.72,1.94,1.7,1.83,38775,2.1782966845404945,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.0259079294867592,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.526428260008984,-16.4473645350339,False,False,False,True,False,,0,0.9755106744648362,1.0331326169005157,False,False,False,False,-0.3151847102510031,-0.30894444583535374,False,False,False,False,-3719794,-2941311.149262849,False,False,False,False,306021.8860673591,False,False,False,False
2022-11-11 00:00:00+00:00,1.55,1.85,1.51,1.71,117899,2.163533759515092,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.9932690826657091,,0.0,0.0,0.0,0.0,-1.0,1.7,1.6,51.0,34.87033194229524,-16.4473645350339,False,False,False,True,False,,0,0.9709683182467843,1.056574559313959,False,False,False,False,-0.34282825441539394,-0.3258863501253738,False,False,False,False,-3837693,-3007709.8048730083,False,False,False,False,292086.857469777,False,False,False,False
2022-11-18 00:00:00+00:00,1.37,1.6,1.37,1.46,49248,2.1554638227504617,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.97332546986805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.88412328552355,-16.4473645350339,False,False,False,True,False,,0,0.9677506449871002,1.0337493250134995,False,False,False,False,-0.34282825441539394,-0.33435730227038385,False,False,False,False,-3886941,-3072838.041549082,False,False,False,False,274098.7939534972,False,False,False,False
2022-11-25 00:00:00+00:00,1.42,1.5984,1.33,1.34,28322,2.1509226582296024,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.9634659603454945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49252238361495,-12.760246237932876,False,False,False,True,False,,0,0.9578059071729959,1.04080771549126,False,False,False,False,-0.34282825441539394,-0.3385927783428889,False,False,False,False,-3858619,-3131044.0384713723,False,False,False,False,255893.1055124974,False,False,False,False
2022-12-02 00:00:00+00:00,1.35,1.53,1.33,1.44,35707,2.1449088563516994,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.9506230646145397,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99554493218122,-13.43409238216401,False,False,False,True,False,,0,0.9453637215110834,1.0874180455822666,False,False,False,False,-0.34282825441539394,-0.3407105163791414,False,False,False,False,-3894326,-3187583.443029049,False,False,False,False,239583.02362268275,False,False,False,False
2022-12-09 00:00:00+00:00,0.89,1.48,0.8712,1.36,253731,2.0873497564614323,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.829254112021634,,0.0,0.0,0.0,0.0,-1.0,1.33,0.9999,51.0,31.35785403197241,-15.173424071154017,False,False,False,True,False,0.0,0,0.8817820626583848,1.1424323092788449,False,False,False,False,-0.34282825441539394,-0.34176938539726764,False,False,False,False,-4148057,-3258729.6324343043,False,False,False,False,240631.02187285438,False,False,False,False
2022-12-16 00:00:00+00:00,0.7066,0.9999,0.685301,0.9,191021,2.036888127320861,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.7402297500942772,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7444036039602,-16.83065643743356,False,False,False,True,False,0.0,0,0.891101391948222,1.137303112343641,False,False,False,False,-0.34282825441539394,-0.3422988199063308,False,False,False,False,-4339078,-3338755.4374391707,False,False,False,False,236956.20543782815,False,False,False,False
2022-12-23 00:00:00+00:00,1.63,1.95,0.6017,0.72,53899638,1.4473179340627398,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.3938002930536484,,0.0,0.0,0.0,0.0,1.0,1.4,0.9999,54.0,33.58074685734729,-19.966957889589402,False,False,False,True,True,0.0,1,0.9092351588931634,1.0277309197984055,False,False,False,False,-0.22806204923963397,-0.28518043457298237,False,False,False,False,49560560,579712.3727415083,False,False,False,False,4211969.671701692,False,False,False,False
2022-12-30 00:00:00+00:00,1.55,1.87,1.4,1.63,2163768,1.4529752071725481,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.401941682680248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.057626335079185,-17.664091662690588,False,False,False,True,True,0.0,0,0.9635237781867738,1.033802732935593,False,False,False,False,-0.13733122432269002,-0.2112558294478362,False,False,False,False,47396792,4047644.196982878,False,False,False,False,4060251.0293534184,False,False,False,False
2023-01-06 00:00:00+00:00,1.55,1.64,1.43,1.46,662705,1.453911290015287,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.4035401488154216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.82682596203054,-16.06672219179206,False,False,False,True,True,0.0,0,0.9592234106887422,1.1239941185179059,False,False,False,False,-0.1623074781112388,-0.18678165377953748,False,False,False,False,47396792,7258692.182391553,False,False,False,False,3808580.953105017,False,False,False,False
2023-01-13 00:00:00+00:00,1.48,1.62,1.27,1.56,1024860,1.4539563749679323,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.4044746603884215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83708276330913,-15.182434582657862,False,False,False,True,True,0.0,0,0.8806919761636403,1.1582128142177817,False,False,False,False,-0.1849581870350534,-0.18586992040729544,False,False,False,False,46371932,10155969.205918105,False,False,False,False,3602379.401023164,False,False,False,False
2023-01-20 00:00:00+00:00,1.35,1.51,1.31,1.48,175317,1.4537778577709939,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.4044312330091375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.08475636799999,-14.981945832428352,False,False,False,True,True,0.0,0,0.8461428548875597,1.1855204996138409,False,False,False,False,-0.19381647511216754,-0.1898431977597315,False,False,False,False,46196615,12825646.672146393,False,False,False,False,3348522.9268733,False,False,False,False
2023-01-27 00:00:00+00:00,1.28,1.39,1.2201,1.33,160134,1.4533784055100456,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.4041368255374418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.005140508347665,-14.981945832428352,False,False,False,True,True,0.0,0,0.8354990605821683,1.2007024215066933,False,False,False,False,-0.22056568996796413,-0.2052044438638478,False,False,False,False,46036481,15285708.474209623,False,False,False,False,3112345.96932713,False,False,False,False
2023-02-03 00:00:00+00:00,1.45,1.52,1.2,1.28,349465,1.4530286151686411,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.4040530118306307,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.919874465155935,-14.092950957273686,False,False,False,True,True,0.0,0,0.8056871853731931,1.2199052341142402,False,False,False,False,-0.1577239278075801,-0.18146418583571394,False,False,False,False,46385946,17589429.772416316,False,False,False,False,2907688.1197473425,False,False,False,False
2023-02-10 00:00:00+00:00,1.15,1.45,1.12,1.41,163912,1.452478582192768,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.403598098276601,,0.0,0.0,0.0,0.0,-1.0,1.2,1.17,60.0,39.42666831926413,-14.092950957273686,False,False,False,True,True,0.0,0,0.9049675923291136,1.2343412780066174,False,False,False,False,-0.10664295203304534,-0.14405356893437965,False,False,False,False,46222034,19710363.418903995,False,False,False,False,2704445.4442105023,False,False,False,False
2023-02-17 00:00:00+00:00,1.08,1.17,1.0,1.17,198418,1.4513284093499708,"rgba(239, 83, 80, 0.5)",0.0,0.0,,1.4025266585523006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.821008661580734,-14.092950957273686,False,False,False,True,True,0.0,0,0.9028697464536143,1.1192053111705642,False,False,False,False,-0.21045055722411038,-0.17725206307924501,False,False,False,False,46023616,21659493.239725925,False,False,False,False,2518813.781676391,False,False,False,False
