date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_840,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_744,Gap_Up_aVWAP_684,Gap_Up_aVWAP_660,Gap_Up_aVWAP_624,Gap_Up_aVWAP_618,Gap_Up_aVWAP_600,Gap_Up_aVWAP_540,Gap_Down_aVWAP_882,Gap_Down_aVWAP_828,Gap_Down_aVWAP_804,Gap_Down_aVWAP_732,Gap_Down_aVWAP_726,Gap_Down_aVWAP_714,Gap_Down_aVWAP_708,Gap_Down_aVWAP_672,Gap_Down_aVWAP_636,Gap_Down_aVWAP_612,aVWAP_OB_bull_348,aVWAP_OB_bear_846,aVWAP_OB_bear_696,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-11 17:00:00+00:00,3.315,3.32,3.27,3.29,41679.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.91782290437449,8.387996691405526,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,329577.0,35309.1655276294,False,False,False,False,43469.38520371297,False,False,False,False
2025-02-11 18:00:00+00:00,3.285,3.34,3.28,3.34,23214.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.18170017034639,8.387996691405526,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,352791.0,40231.36451169716,False,False,False,False,43155.34822381044,False,False,False,False
2025-02-11 19:00:00+00:00,3.335,3.35,3.32,3.335,24705.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65109601509606,8.387996691405526,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,328086.0,44694.22707740728,False,False,False,False,42869.29631336377,False,False,False,False
2025-02-11 20:00:00+00:00,3.335,3.345,3.3,3.3,64810.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.05000999143938,8.387996691405526,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,263276.0,48083.09177388159,False,False,False,False,43209.46226199379,False,False,False,False
2025-02-12 15:00:00+00:00,3.395,3.395,3.35,3.37,20630.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0076733273259,8.387996691405526,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,283906.0,51739.26089366637,False,False,False,False,42859.393079637295,False,False,False,False
2025-02-12 16:00:00+00:00,3.365,3.555,3.365,3.445,138081.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.455,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.82941935279355,8.877537156942886,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,421987.0,57479.535918570764,False,False,False,False,44335.69706289873,False,False,False,False
2025-02-12 17:00:00+00:00,3.445,3.465,3.435,3.445,80018.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.452554077123997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04391670310532,11.565971270415673,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,421987.0,63130.814431461135,False,False,False,False,44888.91106192356,False,False,False,False
2025-02-12 18:00:00+00:00,3.445,3.52,3.435,3.47,38171.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.4558973608563885,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.43801246233014,14.263094799448652,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,460158.0,69286.27467283382,False,False,False,False,44784.757402048774,False,False,False,False
2025-02-12 19:00:00+00:00,3.475,3.515,3.46,3.51,37464.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.4608846666258133,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.22583964236782,17.15307374067504,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,497622.0,75927.13863139454,False,False,False,False,44671.25728728833,False,False,False,False
2025-02-12 20:00:00+00:00,3.505,3.52,3.475,3.495,103980.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.4702396613311737,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13767375558707,18.1643790284447,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,393642.0,80852.95043555896,False,False,False,False,45590.772678183086,False,False,False,False
2025-02-13 15:00:00+00:00,3.495,3.525,3.38,3.435,96352.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.46564249175886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.55906539311425,18.1643790284447,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,297290.0,84208.56360710069,False,False,False,False,46377.768450614356,False,False,False,False
2025-02-13 16:00:00+00:00,3.435,3.445,3.415,3.425,37289.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.4630242399149336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.83082929459108,18.1643790284447,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,260001.0,86934.02773722315,False,False,False,False,46236.857311845146,False,False,False,False
2025-02-13 17:00:00+00:00,3.425,3.455,3.4,3.435,31365.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.461183528220073,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.792448725745,24.47179022517558,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,291366.0,90103.5156792817,False,False,False,False,46006.28588065375,False,False,False,False
2025-02-13 18:00:00+00:00,3.435,3.48,3.43,3.47,13675.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.4611554489542753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92847666882754,24.096472556222864,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,305041.0,93435.87977727733,False,False,False,False,45505.02563444206,False,False,False,False
2025-02-13 19:00:00+00:00,3.465,3.49,3.45,3.465,22186.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.4614214923850457,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5943354638979,23.181764444587813,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,282855.0,96372.61032336604,False,False,False,False,45143.49035328792,False,False,False,False
2025-02-13 20:00:00+00:00,3.465,3.48,3.43,3.48,54225.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.461580298485818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.05484132438814,23.053260911608007,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,337080.0,100104.50783773245,False,False,False,False,45284.28895246175,False,False,False,False
2025-02-14 15:00:00+00:00,3.585,3.605,3.535,3.55,29826.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.514679745699977,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92400428882223,23.053260911608007,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,366906.0,104240.96508055831,False,False,False,False,45044.62555784993,False,False,False,False
2025-02-14 16:00:00+00:00,3.545,3.57,3.535,3.565,14953.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5145381064327648,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.28051504496587,23.053260911608007,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,381859.0,108545.12066070468,False,False,False,False,44578.08872749567,False,False,False,False
2025-02-14 17:00:00+00:00,3.565,3.575,3.54,3.565,14505.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.515339981833301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8515222157283,18.5763699053432,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,381859.0,112782.54514658521,False,False,False,False,44111.83928986007,False,False,False,False
2025-02-14 18:00:00+00:00,3.565,3.57,3.525,3.545,13039.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5147533761867242,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73015508599349,18.5763699053432,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,368820.0,116752.118090049,False,False,False,False,43630.08984350565,False,False,False,False
2025-02-14 19:00:00+00:00,3.545,3.565,3.525,3.555,24552.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.514755370738633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.42896085072204,18.5763699053432,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,393372.0,121040.79842973815,False,False,False,False,43334.30550484665,False,False,False,False
2025-02-14 20:00:00+00:00,3.555,3.57,3.54,3.56,109361.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.46189648423669,18.5763699053432,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,126958.50698121506,False,False,False,False,44357.97518694205,False,False,False,False
2025-02-17 15:00:00+00:00,3.56,3.56,3.56,3.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48385357324646,18.5763699053432,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,132784.46811328924,False,False,False,False,43670.254641408064,False,False,False,False
2025-02-17 16:00:00+00:00,3.56,3.56,3.56,3.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.49849163258631,18.9890783410861,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,138520.10426657158,False,False,False,False,42993.19642991336,False,False,False,False
2025-02-17 17:00:00+00:00,3.56,3.56,3.56,3.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.50825033881287,19.40988572083529,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,144166.81582833017,False,False,False,False,42326.63524495346,False,False,False,False
2025-02-17 18:00:00+00:00,3.56,3.56,3.56,3.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.51475614296392,19.80274668034481,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,149725.9814744026,False,False,False,False,41670.408341930925,False,False,False,False
2025-02-17 19:00:00+00:00,3.56,3.56,3.56,3.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.51909334573128,20.16239784076963,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,155198.9585058072,False,False,False,False,41024.355499420366,False,False,False,False
2025-02-17 20:00:00+00:00,3.56,3.56,3.56,3.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.5202735286901206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52198481424286,20.48666891552928,True,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,502733.0,160587.08318013579,False,False,False,False,40388.31898004951,False,False,False,False
2025-02-18 15:00:00+00:00,3.64,3.77,3.635,3.73,116061.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.6117482872467637,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55587309683376,26.204263953808407,True,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,618794.0,167691.06638664528,False,False,False,False,41561.53884082393,False,False,False,False
2025-02-18 16:00:00+00:00,3.735,3.75,3.695,3.745,38181.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.6201657450024123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7702820235823,29.888868677243565,True,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,656975.0,175276.86380700735,False,False,False,False,41509.12738592743,False,False,False,False
2025-02-18 17:00:00+00:00,3.745,3.745,3.685,3.685,16924.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.622012164084319,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0011125933857,32.4832610390111,True,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,640051.0,182482.66436813903,False,False,False,False,41127.96262025413,False,False,False,False
2025-02-18 18:00:00+00:00,3.685,3.685,3.65,3.68,19924.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.6221702328990393,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.01465551474831,30.04063419395591,True,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,620127.0,189267.84786630742,False,False,False,False,40799.21901373856,False,False,False,False
2025-02-18 19:00:00+00:00,3.675,3.69,3.665,3.675,10049.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.6224632367231044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.51282168547797,27.9759959499369,True,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,610078.0,195792.03627148093,False,False,False,False,40322.471432130216,False,False,False,False
2025-02-18 20:00:00+00:00,3.675,3.695,3.66,3.69,70581.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,3.6257916146627287,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.566807636838,27.22586151014343,True,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,680659.0,203309.35353858976,False,False,False,False,40791.59590605068,False,False,False,False
2025-02-19 15:00:00+00:00,3.555,3.575,3.47,3.575,84654.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.608093963215826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.16517307505451,18.703391199267827,False,True,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,596005.0,209397.6581348907,False,False,False,False,41471.63317882508,False,False,False,False
2025-02-19 16:00:00+00:00,3.575,3.59,3.56,3.575,20341.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.60614185516519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89741670053218,13.403546857810241,False,True,True,False,False,20.0,0,,,False,False,False,False,,,False,False,False,False,596005.0,215391.57041186912,False,False,False,False,41144.02646287431,False,False,False,False
2025-02-19 17:00:00+00:00,3.575,3.575,3.525,3.535,29106.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.602257315672929,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.63660231261392,8.128032403554123,False,True,False,True,False,17.15767504881963,0,,,False,False,False,False,,,False,False,False,False,566899.0,220841.29800238277,False,False,False,False,40957.39039368246,False,False,False,False
2025-02-19 18:00:00+00:00,3.535,3.56,3.535,3.545,16051.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.6003652359968368,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.24858576982109,5.40975226894674,False,True,False,True,False,17.774674241030826,0,,,False,False,False,False,,,False,False,False,False,582950.0,226455.3864054466,False,False,False,False,40571.24480618351,False,False,False,False
2025-02-19 19:00:00+00:00,3.54,3.575,3.53,3.565,33030.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.5973471173188494,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.55645309667492,4.889017504388846,False,True,False,True,False,18.99388344994445,0,,,False,False,False,False,,,False,False,False,False,615980.0,232494.5277014862,False,False,False,False,40454.32628205664,False,False,False,False
2025-02-19 20:00:00+00:00,3.565,3.59,3.535,3.58,50643.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.594247740752749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.236419433388804,4.889017504388846,False,True,False,True,False,19.892421507408784,0,,,False,False,False,False,,,False,False,False,False,666623.0,239225.20169061044,False,False,False,False,40612.29021566816,False,False,False,False
2025-02-20 15:00:00+00:00,3.43,3.48,3.425,3.455,42418.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.585803974214773,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.70779316738646,0.010939575566993653,False,True,False,True,False,8.50082806138154,0,,,False,False,False,False,,,False,False,False,False,624205.0,245193.88073416686,False,False,False,False,40640.28571620043,False,False,False,False
2025-02-20 16:00:00+00:00,3.45,3.47,3.45,3.465,14923.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.5832456464191966,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.76561676724581,-2.8883813406581638,False,True,False,True,False,9.146181784001012,0,,,False,False,False,False,,,False,False,False,False,639128.0,251301.3864592185,False,False,False,False,40241.56810819732,False,False,False,False
2025-02-20 17:00:00+00:00,3.465,3.52,3.455,3.505,37295.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,3.5787381114047627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.63312995632322,-2.8883813406581638,False,True,False,True,False,11.655325886500403,0,,,False,False,False,False,,,False,False,False,False,676423.0,257892.41922729264,False,False,False,False,40195.88488171364,False,False,False,False
