date,Close,High,Low,Open,Volume,aVWAP_OB_bull_136,aVWAP_OB_bear_163,aVWAP_OB_bear_67,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-04-29 00:00:00+00:00,2.99,3.78,2.93,3.71,971900,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.9007350349234056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69378072726299,-28.477697825373358,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2567401,-636458.9587200814,False,False,False,False,471764.4200421753,False,False,False,False
2022-05-06 00:00:00+00:00,2.49,3.07,2.4601,3.03,872945,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.667948001235743,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.001633146953548,-30.848344233536203,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3440346,-844154.2951111863,False,False,False,False,501481.50003905117,False,False,False,False
2022-05-13 00:00:00+00:00,3.15,3.34,2.45,2.46,1203043,,,,"rgba(239, 83, 80, 0.5)",-1.0,2.2461112,,3.393098221384159,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.899964409233778,-30.848344233536203,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2237303,-947350.4954733206,False,False,False,False,553449.018554677,False,False,False,False
2022-05-20 00:00:00+00:00,3.29,3.43,3.06,3.11,939915,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.398333133076968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.664185924420167,-32.31721509497346,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1297388,-973279.199512334,False,False,False,False,582076.1282913677,False,False,False,False
2022-05-27 00:00:00+00:00,3.3,3.6,3.17,3.32,813543,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.4063367952151973,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.424027985949948,-29.964956188015634,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-483845,-937024.8143632722,False,False,False,False,599221.8224920072,False,False,False,False
2022-06-03 00:00:00+00:00,3.51,3.58,3.17,3.25,980727,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.4178397797357545,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.868089446707,-26.937094813394673,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,496882,-830809.4947808076,False,False,False,False,627481.465270377,False,False,False,False
2022-06-10 00:00:00+00:00,3.83,4.02,3.26,3.55,1173530,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.4663427291568123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.30379933080232,-22.97191000046967,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1670412,-645533.8285007478,False,False,False,False,667929.5048799787,False,False,False,False
2022-06-17 00:00:00+00:00,3.81,3.92,3.71,3.71,1182325,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.5141337467808267,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37891624722311,-20.327151339729294,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,488087,-561561.9152784701,False,False,False,False,706032.8748888692,False,False,False,False
2022-06-24 00:00:00+00:00,4.31,4.52,3.77,3.83,7465831,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.905165955423563,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.20466129097792,-15.99002496151401,False,False,False,True,True,,0,,,False,False,False,False,0.007953363934224607,0.007953363934224607,False,False,False,False,7953918,69214.37474215729,False,False,False,False,1206758.6619341383,False,False,False,False
2022-07-01 00:00:00+00:00,4.14,4.39,3.85,4.33,651409,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.912908745702612,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.79103064940698,-13.806779370482552,False,False,False,True,True,,0,0.8653471313289203,1.1177035565306643,False,False,False,False,0.013296035061562742,0.010624699497893676,False,False,False,False,7302509,605013.9766131085,False,False,False,False,1165621.649939017,False,False,False,False
2022-07-08 00:00:00+00:00,4.11,4.33,3.91,4.18,503618,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.9182057643706623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.486545124849854,-12.393914195768474,False,False,False,True,True,,0,0.8731469735830888,1.104630598431467,False,False,False,False,0.0514038761206762,0.03101428780928494,False,False,False,False,6798891,1063819.6820491746,False,False,False,False,1116584.3425361267,False,False,False,False
2022-07-15 00:00:00+00:00,3.91,4.28,3.82,4.04,311422,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.9188696373643253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.69957016191974,-12.285810159399176,False,False,False,True,True,,0,0.8971524072764673,1.0918282077888688,False,False,False,False,0.07690777103805979,0.05396102942367237,False,False,False,False,6487469,1465571.4833788653,False,False,False,False,1056942.6875334508,False,False,False,False
2022-07-22 00:00:00+00:00,3.88,4.09,3.83,3.91,280120,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.918138878641793,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.70426209385814,-12.236933391129426,False,False,False,True,True,,0,0.9268971592985875,1.0937215906428361,False,False,False,False,0.0735528818061971,0.06375695561493473,False,False,False,False,6207349,1816814.2623878382,False,False,False,False,999400.2662346767,False,False,False,False
2022-07-29 00:00:00+00:00,3.87,4.09,3.81,3.87,295438,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.917251717439037,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.65574085301071,-12.130197942566582,False,False,False,True,True,,0,0.931066393450363,1.076487974390693,False,False,False,False,0.12602822329247942,0.09489258945370707,False,False,False,False,5911911,2120154.7614702205,False,False,False,False,947254.9131802563,False,False,False,False
2022-08-05 00:00:00+00:00,3.85,4.09,3.74,3.87,391625,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.9154338919473393,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.511302876712655,-12.04201117418281,False,False,False,True,True,,0,0.9552234494313859,1.064516750281659,False,False,False,False,0.13073365669749556,0.11281312307560132,False,False,False,False,5520286,2372016.3346946486,False,False,False,False,906097.1418335706,False,False,False,False
2022-08-12 00:00:00+00:00,3.84,4.01,3.79,3.82,283814,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.9139814032762517,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.350080888248144,-11.9159261379492,False,False,False,True,True,,0,0.9654329642937126,1.0457648078364932,False,False,False,False,0.1246351017195874,0.11872411239759437,False,False,False,False,5236472,2584198.2358283782,False,False,False,False,860002.0942903431,False,False,False,False
2022-08-19 00:00:00+00:00,4.0,4.125,3.72,3.8,313238,,,,#000000,0.0,0.0,,3.9445288329362826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.36146390683718,-10.626352327620424,False,False,False,False,True,,0,0.9487670252974897,1.0439830254521552,False,False,False,False,0.1594798896344223,0.13910200101600834,False,False,False,False,5549710,2803865.773915165,False,False,False,False,819501.0502688362,False,False,False,False
2022-08-26 00:00:00+00:00,3.84,4.0,3.76,3.92,165738,,,,#000000,0.0,0.0,,3.936480186430046,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.08838353669784,-10.592192326912617,False,False,False,False,True,,0,0.9538678891676037,1.0403655969783467,False,False,False,False,0.1434580082841256,0.14128000465006696,False,False,False,False,5383972,2994984.7536251526,False,False,False,False,771074.1576563298,False,False,False,False
2022-09-02 00:00:00+00:00,3.74,3.97,3.71,3.77,218360,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.925703917759969,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.30240799226979,-10.592192326912617,False,False,False,True,True,,0,0.9499518584543228,1.0419451091049485,False,False,False,False,0.126940992743597,0.13411049869683198,False,False,False,False,5165612,3155771.9570603264,False,False,False,False,730132.3682003054,False,False,False,False
2022-09-09 00:00:00+00:00,3.63,3.81,3.6086,3.71,199168,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.911626783804187,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.11014650293653,-10.592192326912617,False,False,False,True,True,,0,0.94027224655435,1.0520276597958627,False,False,False,False,0.07090637473408767,0.10250843671545982,False,False,False,False,4966444,3289895.8120928947,False,False,False,False,690801.674259542,False,False,False,False
2022-09-16 00:00:00+00:00,3.52,3.7,3.51,3.62,269282,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.891316375992349,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.65026067433335,-10.592192326912617,False,False,False,True,True,,0,0.9305900781330607,1.060968174612852,False,False,False,False,0.02652376814908106,0.06451610243227045,False,False,False,False,4697162,3394137.7519378653,False,False,False,False,659577.9946847612,False,False,False,False
2022-09-23 00:00:00+00:00,3.39,3.69,3.36,3.5,218343,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.8745272156724866,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92206465187396,-10.592192326912617,False,False,False,True,False,,1,0.9184331839469173,1.0586547890718796,False,False,False,False,-0.007438660789695584,0.02853872082128743,False,False,False,False,4478819,3474484.511053579,False,False,False,False,626893.9210044084,False,False,False,False
2022-09-30 00:00:00+00:00,3.34,3.45,3.29,3.29,262085,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.8524726997846264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.42911264051744,-10.592192326912617,False,False,False,True,False,,1,0.9315280500501816,1.0919212478778384,False,False,False,False,-0.07335973227729069,-0.02241050572800163,False,False,False,False,4216734,3529465.9546792395,False,False,False,False,599871.0379670449,False,False,False,False
2022-10-07 00:00:00+00:00,3.32,3.51,3.3,3.32,141237,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.8429340290360194,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25579328355193,-6.259805625885598,False,False,False,True,False,,1,0.91456441936665,1.0863744331677825,False,False,False,False,-0.05170606989605071,-0.03705828781202617,False,False,False,False,4075497,3569912.6987770735,False,False,False,False,565898.1462657823,False,False,False,False
2022-10-14 00:00:00+00:00,3.36,3.47,3.16,3.28,177407,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.830814531604987,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.82372944993407,-6.849929797246787,False,False,False,True,False,,1,0.9029242901916553,1.0818209554098908,False,False,False,False,-0.06707131797644042,-0.05206480289423329,False,False,False,False,4252904,3620504.6470158086,False,False,False,False,537121.0243201688,False,False,False,False
2022-10-21 00:00:00+00:00,2.85,3.4,2.84,3.32,177475,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.81139345489916,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.09153296602972,-9.636948306285163,False,False,False,True,False,,0,0.9269409814261494,1.0861721757537723,False,False,False,False,-0.161628049616431,-0.10684642625533215,False,False,False,False,4075429,3654202.74723686,False,False,False,False,510480.57807423035,False,False,False,False
2022-10-28 00:00:00+00:00,2.77,2.88,2.5675,2.88,143824,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.7907312179049653,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.838375150156516,-11.891227147216107,False,False,False,True,False,,0,0.9642462618850356,1.0887679015268077,False,False,False,False,-0.34282825441539394,-0.22483734033536304,False,False,False,False,3931605,3674751.062256352,False,False,False,False,483320.8315502133,False,False,False,False
2022-11-04 00:00:00+00:00,2.22,2.83,2.22,2.69,168636,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.760862530085691,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55184752946407,-15.081231037565331,False,False,False,True,False,,0,0.9763189300614465,1.0236712069356635,False,False,False,False,-0.34282825441539394,-0.2838327973753785,False,False,False,False,3762969,3681285.724311437,False,False,False,False,460010.8440279753,False,False,False,False
2022-11-11 00:00:00+00:00,3.41,3.42,1.925,2.1,470265,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.5118855943304608,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6979723574732,-15.081231037565331,False,False,False,True,True,,0,0.9511350626867336,0.992553914314169,False,False,False,False,-0.2767639559881661,-0.28029837668177227,False,False,False,False,4233234,3722170.7817698494,False,False,False,False,460770.41113701416,False,False,False,False
2022-11-18 00:00:00+00:00,2.91,3.65,2.89,3.32,333403,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3637139260757345,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.60024590228661,-19.261923154350644,False,False,False,True,True,,0,0.9847313160707389,0.9802405266797799,False,False,False,False,-0.02648769304903618,-0.15339303486540423,False,False,False,False,3899831,3735330.797935046,False,False,False,False,451335.7880898279,False,False,False,False
2022-11-25 00:00:00+00:00,2.8,3.09,2.77,2.91,103381,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3389882629974514,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.60637254219309,-18.390551241297377,False,False,False,True,True,,0,0.9637152006095847,1.0462631192227798,False,False,False,False,-0.16652233104470968,-0.15995768295505697,False,False,False,False,3796450,3739858.146236154,False,False,False,False,425561.3593424333,False,False,False,False
2022-12-02 00:00:00+00:00,2.73,2.95,2.6275,2.73,203042,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.2909298448215623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.096425443202406,-17.936767761941965,False,False,False,True,True,,0,0.9503950111554076,1.0576057934969458,False,False,False,False,-0.22633350378262126,-0.19314559336883913,False,False,False,False,3593408,3729009.987255698,False,False,False,False,409078.44383558637,False,False,False,False
2022-12-09 00:00:00+00:00,2.81,3.31,2.54,2.71,384883,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.2600072736057197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.859725569444635,-17.148710743476997,False,False,False,True,True,0.0,0,0.9342249506687129,1.0648615069794636,False,False,False,False,-0.16861710524714943,-0.18088134930799427,False,False,False,False,3978291,3747475.2474589795,False,False,False,False,407286.18873665406,False,False,False,False
2022-12-16 00:00:00+00:00,2.24,2.79,2.2,2.63,198991,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.207270571006541,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61164798359738,-17.148710743476997,False,False,False,True,True,0.0,0,0.8651554678135795,1.0978283860960305,False,False,False,False,-0.34282825441539394,-0.2618548018616941,False,False,False,False,3779300,3749832.6365360925,False,False,False,False,391856.91549690196,False,False,False,False
2022-12-23 00:00:00+00:00,2.28,2.49,2.01,2.28,432422,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.709663630934325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93434441665103,-17.148710743476997,False,False,False,True,True,0.0,0,0.8392979668484346,1.181466902603734,False,False,False,False,-0.34282825441539394,-0.302341528138544,False,False,False,False,4211722,3784046.6634593448,False,False,False,False,394861.73657120555,False,False,False,False
2022-12-30 00:00:00+00:00,2.13,2.41,2.02,2.24,213629,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.665492995374226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.007964437747695,-17.148710743476997,False,False,False,True,True,0.0,0,0.8306853126372822,1.1793820471518524,False,False,False,False,-0.34282825441539394,-0.322584891276969,False,False,False,False,3998093,3799901.9476475413,True,False,False,False,381437.08941778296,False,False,False,False
2023-01-06 00:00:00+00:00,2.18,2.32,2.05,2.07,116376,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.6452887639440554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.63908186995327,-17.148710743476997,False,False,False,True,True,0.0,0,0.8255447088081362,1.1846627816339408,False,False,False,False,-0.34282825441539394,-0.33270657284618144,False,False,False,False,4114469,3823203.2107847603,False,False,False,False,361802.9346460953,False,False,False,False
2023-01-13 00:00:00+00:00,2.46,2.49,2.1009,2.15,179860,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.633762346070231,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.95854663844725,-17.148710743476997,False,False,False,True,True,0.0,0,0.8375507916491522,1.1653355751716405,False,False,False,False,-0.2973997945701224,-0.31505318370815194,False,False,False,False,4294329,3858101.4173932965,False,False,False,False,348325.68022786605,False,False,False,False
2023-01-20 00:00:00+00:00,2.39,2.57,2.27,2.47,94887,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.6304737303769206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.645367860652954,-17.148710743476997,False,False,False,True,True,0.0,0,0.8529617048997254,1.139593318133172,False,False,False,False,-0.24702984770884093,-0.28104151570849645,False,False,False,False,4199442,3883385.904993793,False,False,False,False,329552.44465543155,False,False,False,False
2023-01-27 00:00:00+00:00,2.41,2.6,2.25,2.4,114783,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.6267538410054163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.253039196694424,-16.90711226264836,False,False,False,True,True,0.0,0,0.8539133650778975,1.1359160464148677,False,False,False,False,-0.24353778290789016,-0.2622896493081933,False,False,False,False,4314225,3915299.9120312897,False,False,False,False,313643.5969031774,False,False,False,False
2023-02-03 00:00:00+00:00,2.55,2.65,2.3,2.41,245178,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.626156392534627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.51721550176657,-15.505089477192897,False,False,False,True,True,0.0,1,0.8650085525403356,1.1312930516388515,False,False,False,False,-0.22348979833248833,-0.24288972382034082,False,False,False,False,4559403,3963011.2518808236,False,False,False,False,308572.0712066457,False,False,False,False
2023-02-10 00:00:00+00:00,2.66,2.7,2.37,2.49,103441,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.628355235933334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0593595373761,-13.863269216691037,False,False,False,True,True,0.0,1,0.8681982517962565,1.1180723994325201,False,False,False,False,-0.1996618973407856,-0.22127581058056323,False,False,False,False,4662844,4014850.714704466,False,False,False,False,293377.17704319046,False,False,False,False
2023-02-17 00:00:00+00:00,2.86,2.89,2.56,2.58,134151,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.6398074631244084,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.27287911165176,-11.61757081016809,False,False,False,True,True,0.0,1,0.8912492511865812,1.1119764066172066,False,False,False,False,-0.12031168410389728,-0.17079374734223024,False,False,False,False,4796995,4072787.328430061,False,False,False,False,281582.6454103615,False,False,False,False
2023-02-24 00:00:00+00:00,2.93,3.0,2.74,2.86,123101,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.653923086963362,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.231495267191384,-9.665016277166778,False,False,False,True,True,0.0,1,0.9043282277724115,1.090152246906766,False,False,False,False,-0.05688910312009868,-0.11384142523116446,False,False,False,False,4920096,4135550.9337315382,False,False,False,False,269843.2642688533,False,False,False,False
