date,Close,High,Low,Open,Volume,aVWAP_peak_891,aVWAP_peak_837,aVWAP_peak_782,aVWAP_peak_762,aVWAP_peak_733,aVWAP_peak_687,aVWAP_peak_651,aVWAP_peak_627,aVWAP_peak_611,aVWAP_peak_567,aVWAP_peak_533,aVWAP_peak_509,aVWAP_peak_484,aVWAP_peak_465,aVWAP_peak_438,aVWAP_peak_415,aVWAP_peak_414,aVWAP_peak_402,aVWAP_peak_380,aVWAP_peak_361,aVWAP_peak_286,aVWAP_peak_268,aVWAP_peak_265,aVWAP_peak_239,aVWAP_peak_215,aVWAP_peak_191,aVWAP_peak_172,aVWAP_peak_157,aVWAP_peak_129,aVWAP_peak_109,aVWAP_peak_54,aVWAP_peak_26,aVWAP_valley_866,aVWAP_valley_838,aVWAP_valley_818,aVWAP_valley_817,aVWAP_valley_800,aVWAP_valley_773,aVWAP_valley_746,aVWAP_valley_728,aVWAP_valley_712,aVWAP_valley_701,aVWAP_valley_674,aVWAP_valley_648,aVWAP_valley_577,aVWAP_valley_572,aVWAP_valley_551,aVWAP_valley_537,aVWAP_valley_513,aVWAP_valley_512,aVWAP_valley_468,aVWAP_valley_455,aVWAP_valley_433,aVWAP_valley_406,aVWAP_valley_353,aVWAP_valley_320,aVWAP_valley_303,aVWAP_valley_252,aVWAP_valley_203,aVWAP_valley_185,aVWAP_valley_184,aVWAP_valley_167,aVWAP_valley_144,aVWAP_valley_102,aVWAP_valley_44,aVWAP_valley_17,aVWAP_OB_bull_712,aVWAP_OB_bear_891,aVWAP_OB_bear_268,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,6.68,6.9,6.5137,6.64,25090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0495115959002455,,#000000,,,,31.88997268777922,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-239308,-46464.87619755867,False,False,False,False,34807.070354348456,False,False,False,False
2022-01-19 00:00:00+00:00,6.57,6.8,6.5,6.8,26035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.023650914848506,,#000000,,,,30.645876511776947,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-265343,-55048.33203294853,False,False,False,False,34463.0675953544,False,False,False,False
2022-01-20 00:00:00+00:00,6.43,6.7,6.35,6.5,23694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9958972239708155,,#000000,,,,28.847335072927574,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-289037,-64224.35822773486,False,False,False,False,34040.75121906599,False,False,False,False
2022-01-21 00:00:00+00:00,6.12,6.43,6.0,6.29,42924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.925530724468681,,#000000,,,,25.956883850020787,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-331961,-74723.83437566683,False,False,False,False,34389.11391635752,False,False,False,False
2022-01-24 00:00:00+00:00,5.91,6.15,5.51,6.05,44908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.836735701543597,,#000000,,,,23.15398652083038,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-376869,-86572.66440015049,False,False,False,False,34801.61925297095,False,False,False,False
2022-01-25 00:00:00+00:00,5.95,6.25,5.85,5.95,25230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800167858180145,,#000000,,,,22.01547685526051,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-351639,-96967.42265896812,False,False,False,False,34426.26163520738,False,False,False,False
2022-01-26 00:00:00+00:00,5.77,6.2448,5.7,6.1,25729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.761229418102476,,#000000,,,,20.491856860961118,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-377368,-107963.52373116545,False,False,False,False,34085.19255147376,False,False,False,False
2022-01-27 00:00:00+00:00,5.73,5.87,5.3401,5.8,102494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.646700000000001,,,,6.596636276337718,5.646700000000001,#000000,,5.646700000000001,,19.315488124424974,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-479862,-122547.7777024923,False,False,False,False,36767.89088278852,False,False,False,False
2022-01-28 00:00:00+00:00,5.97,6.1299,5.6556,5.84,18456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.688174500206698,,,,6.579070060136854,5.688174500206698,#000000,,5.688174500206698,,22.79929283041391,-37.12871287128712,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-461406,-135836.33543964947,False,False,False,False,36049.77751483602,False,False,False,False
2022-01-31 00:00:00+00:00,6.38,6.49,5.97,6.24,42091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.840961388853112,,,,6.56238765674897,5.840961388853112,#000000,,5.840961388853112,,30.381441913441698,-37.12871287128712,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-419315,-146953.14581456518,False,False,False,False,36286.688200528726,False,False,False,False
2022-02-01 00:00:00+00:00,6.34,6.55,6.2205,6.38,10924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.874192432194216,,,,6.559644587705743,5.874192432194216,#000000,,5.874192432194216,,35.078785543604496,-33.380069454381335,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-430239,-158062.39499830772,False,False,False,False,35292.07297697858,False,False,False,False
2022-02-02 00:00:00+00:00,6.15,6.8,6.08,6.8,26117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.935430089330042,,,,6.552508063485168,5.935430089330042,#000000,,5.935430089330042,,36.58652895463334,-30.71269018191517,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-456356,-169760.18342974666,False,False,False,False,34932.26619356766,False,False,False,False
2022-02-03 00:00:00+00:00,6.18,6.4,5.91,6.36,37915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.971737065873381,,,,6.534720272169202,5.971737065873381,#000000,,5.971737065873381,,37.9675586143357,-28.160909780730183,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-418441,-179512.37231485464,False,False,False,False,35049.23614676109,False,False,False,False
2022-02-04 00:00:00+00:00,6.39,6.4,6.04,6.04,17526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9926518022513315,,,,6.52938103666136,5.9926518022513315,#000000,,5.9926518022513315,,41.371420995941364,-23.779668238365783,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400915,-188194.8283025074,False,False,False,False,34362.05041551556,False,False,False,False
2022-02-07 00:00:00+00:00,6.75,6.79,6.14,6.4,33146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.057796737670713,,,,6.530534059149101,6.057796737670713,#000000,,6.057796737670713,,46.950273707443586,-17.5661208013422,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-367769,-195236.95268280123,False,False,False,False,34314.362163926715,False,False,False,False
2022-02-08 00:00:00+00:00,7.39,7.4,6.75,6.75,26892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.153430514121412,,,,6.5497882713021145,6.153430514121412,#000000,,6.153430514121412,,54.47553138293651,-9.823974525284257,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-340877,-200948.32708739728,False,False,False,False,34023.28913789037,False,False,False,False
2022-02-09 00:00:00+00:00,7.16,7.48,6.9,7.48,54581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.180000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.304808064112333,,,,6.585556570425168,6.742404032056166,#000000,,6.742404032056166,,57.23819358348301,-6.743708593607003,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-395458,-208576.1573976954,False,False,False,False,34829.473877580946,False,False,False,False
2022-02-10 00:00:00+00:00,7.26,7.3,7.01,7.01,39802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1842170729898385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39075250879795,,,,6.60957907450307,6.7874847908938944,#000000,,6.7874847908938944,,59.631698745243284,-3.9407178771223457,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-355656,-214343.99436249168,False,False,False,False,35024.47490198954,False,False,False,False
2022-02-11 00:00:00+00:00,6.84,7.24,6.78,7.01,29304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.129515955597597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.428284537360823,,,,6.6193516115241735,6.7789002464792105,#000000,,6.7789002464792105,,57.56894094612473,-3.9407178771223457,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-384960,-221034.8181129822,False,False,False,False,34800.14255289191,False,False,False,False
2022-02-14 00:00:00+00:00,7.15,7.18,6.695,6.8,30051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.105828519949524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.465427268045887,,,,6.630370563314119,6.785627893997706,#000000,,6.785627893997706,,58.07959381761697,-3.9407178771223457,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-354909,-226284.78603012016,False,False,False,False,34613.90166846478,False,False,False,False
2022-02-15 00:00:00+00:00,7.0,7.19,6.78,7.19,23845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0902756175985315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.490791942042621,,,,6.638276456220575,6.790533779820576,#000000,,6.790533779820576,,57.223239123808504,-3.9407178771223457,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-378754,-232263.9708916841,False,False,False,False,34191.59179911322,False,False,False,False
2022-02-16 00:00:00+00:00,6.96,7.12,6.855,7.0,11908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.083240936684768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50228708093424,,,,6.6419691806463925,6.792764008809504,#000000,,6.792764008809504,,56.328377278696564,-3.9407178771223457,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-390662,-238475.6583076965,False,False,False,False,33317.725454049956,False,False,False,False
2022-02-17 00:00:00+00:00,6.75,7.08,6.61,7.05,18921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.058736964922046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.513519159956715,,,,6.644875818901207,6.7861280624393805,#000000,,6.7861280624393805,,54.062478880698265,-3.9407178771223457,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-409583,-245185.75013876724,False,False,False,False,32753.147985263684,False,False,False,False
2022-02-18 00:00:00+00:00,6.36,6.81,6.25,6.6,8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03465072500441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.512844791299191,,,,6.643511505930592,6.773747758151801,#000000,,6.773747758151801,,49.94402034574103,-3.9407178771223457,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-418526,-251983.4069960705,False,False,False,False,31819.41669172393,False,False,False,False
2022-02-22 00:00:00+00:00,6.51,6.66,6.36,6.66,20866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.988696077731743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.512737602161139,,,,6.641079123760097,6.750716839946441,#000000,,6.750716839946441,,48.415550556581174,-3.9407178771223457,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-397660,-257696.21456485204,False,False,False,False,31389.87093910731,False,False,False,False
2022-02-23 00:00:00+00:00,6.47,6.6,6.4,6.43,9514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.969544183637086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.512353566863602,,,,6.639834469313863,6.740948875250345,#000000,,6.740948875250345,,47.123767828580384,-3.9407178771223457,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-407174,-263558.0885034853,False,False,False,False,30531.99364737761,False,False,False,False
2022-02-24 00:00:00+00:00,6.25,6.42,5.9,5.96,20519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.909916118057265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.501023996985346,,,,6.6319813654531,6.705470057521305,#000000,,6.705470057521305,,44.801404042759906,3.4722412685452255,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-427693,-269994.7516994271,False,False,False,False,30139.327229833394,False,False,False,False
2022-02-25 00:00:00+00:00,6.38,6.57,6.29,6.47,12383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.888004593122077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.499202666675611,,,,6.629701798999888,6.693603629898844,#000000,,6.693603629898844,,44.45252082846686,2.6567568602808507,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-415310,-275693.38888768485,False,False,False,False,29443.000671800713,False,False,False,False
2022-02-28 00:00:00+00:00,6.41,6.6,6.255,6.46,20729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8559282511409165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.496597425303156,,,,6.626133332064504,6.676262838222036,#000000,,6.676262838222036,,44.50177788469558,2.158194618942588,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-394581,-280355.6481469913,False,False,False,False,29101.27515525951,False,False,False,False
2022-03-01 00:00:00+00:00,6.41,6.51,6.2,6.47,15641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8321172087682625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.493549573273809,,,,6.622903177780102,6.662833391021035,#000000,,6.662833391021035,,44.53461592218139,1.6006608491794054,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-394581,-284835.0737098544,False,False,False,False,28573.421227602277,False,False,False,False
2022-03-02 00:00:00+00:00,6.09,6.76,6.0,6.76,48713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.759020553064276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.478518677510944,,,,6.6099072279832845,6.61876961528761,#000000,,6.61876961528761,,42.14069303761599,-1.200027909122852,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-443294,-291049.1492506444,False,False,False,False,29363.208630441404,False,False,False,False
2022-03-03 00:00:00+00:00,6.07,6.215,6.0,6.2,12045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.737848322810919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.471855891937318,,,,6.605080205656328,6.604852107374119,#000000,,6.604852107374119,,40.40718277260324,-3.256535260292381,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-455339,-297491.8884957172,False,False,False,False,28684.06319395351,False,False,False,False
2022-03-04 00:00:00+00:00,5.65,6.0,5.5201,5.98,24432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.676222264379563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.446377821679916,,,,6.588627044498791,6.561300043029739,#000000,,6.561300043029739,,36.7479017678228,-7.0111875458140105,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-479771,-304640.0889468655,False,False,False,False,28517.31561772004,False,False,False,False
2022-03-07 00:00:00+00:00,5.6,5.91,5.41,5.75,21334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.624025929782394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.423101606475694,,,,6.573417677667988,6.523563768129044,#000000,,6.523563768129044,,34.053962296213356,-9.720220747703024,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-501105,-312344.59526267473,False,False,False,False,28235.616966044745,False,False,False,False
2022-03-08 00:00:00+00:00,5.74,5.75,5.4019,5.7,21830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575333385126524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.630633333333333,6.400366579228883,,,,6.558200212699149,6.20211109922958,#000000,,6.20211109922958,,34.016897105762325,-9.937618289312937,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-479275,-318890.8856445306,False,False,False,False,27984.416300709658,False,False,False,False
2022-03-09 00:00:00+00:00,5.67,5.8,5.59,5.8,12090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.551846758960706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.650605119889937,6.389204227359988,,,,6.550478358596888,6.197218702070209,#000000,,6.197218702070209,,33.54986898716724,-10.65888832535557,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-491365,-325654.5764035686,False,False,False,False,27361.105857544575,False,False,False,False
2022-03-10 00:00:00+00:00,5.83,5.9097,5.56,5.56,11389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.532770837599182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67975354638887,6.380163928866315,,,,6.543989711035703,6.197562770951456,#000000,,6.197562770951456,,35.248728224130744,-10.65888832535557,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-479976,-331706.396936762,False,False,False,False,26734.74876509185,False,False,False,False
