date,Close,High,Low,Open,Volume,aVWAP_peak_41,aVWAP_peak_40,aVWAP_peak_31,aVWAP_peak_14,aVWAP_peak_7,aVWAP_valley_31,aVWAP_valley_24,aVWAP_valley_19,aVWAP_valley_4,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-05-20 00:00:00+00:00,27.33,29.04,25.33,25.51,6416641,,,,29.839361231600172,30.43812632497085,,,25.723344070313324,29.99719010697903,28.999505433465846,#000000,,28.999505433465846,,46.97911436266942,-13.87501749162223,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,1488736,9704970.56016347,False,False,False,False,5844945.352133029,False,False,False,False
2022-05-27 00:00:00+00:00,26.15,27.81,24.33,27.77,5112321,,,,29.46205443205227,30.179508821130245,,,25.80754827042278,29.810265184602994,28.814844177052073,#000000,,28.814844177052073,,45.19045081301269,-13.87501749162223,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-3623585,8717670.14829951,False,False,False,False,5790676.881604657,False,False,False,False
2022-06-03 00:00:00+00:00,26.11,26.39,23.31,25.97,5620874,,,,29.04377025416873,29.877725991959437,,,25.70073102651715,29.58301163200129,28.55130972616165,#000000,,28.55130972616165,,43.88927479460227,-13.87501749162223,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-9244459,7387142.063240287,False,False,False,False,5778098.890374682,False,False,False,False
2022-06-10 00:00:00+00:00,22.63,26.57,21.98,26.42,8723967,,,,28.330755690599183,29.342000597959505,,,25.235412661419776,29.160854373080248,28.017255830764675,#000000,,28.017255830764675,,41.1162601760327,-13.87501749162223,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17968426,5508951.836333599,False,False,False,False,5996311.34293952,False,False,False,False
2022-06-17 00:00:00+00:00,26.64,27.765,21.65,22.37,9966581,,,,27.93499308937172,28.980891539833234,,25.35166666666667,25.260076913971012,28.871024452648854,27.2797305324983,#000000,,26.881907052460658,,42.21778726237063,-13.87501749162223,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8001845,4508152.070679259,False,False,False,False,6290405.391610667,False,False,False,False
2022-06-24 00:00:00+00:00,31.79,32.78,26.79,26.82,10184658,,,,28.23600368544354,29.105531009246857,,27.930105155238014,26.185372882627078,28.985176460637575,28.08843783863861,#000000,,27.86425318313887,,45.89806415305731,-13.87501749162223,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.030207043301392414,-0.030207043301392414,False,False,False,False,2182813,4335904.732110425,False,False,False,False,6578868.547787654,False,False,False,False
2022-07-01 00:00:00+00:00,32.8,33.76,29.1878,31.68,9446629,,,,28.603265425822443,29.31012389059982,,29.202245434267986,26.99810059198905,29.16898797771239,28.656544664078336,#000000,,28.528433835669823,,49.0044620728043,-13.87501749162223,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9947995245385295,0.9798456137754326,False,False,False,False,0.061774581623465614,0.0157837691610366,False,False,False,False,11629442,4876166.751954097,False,False,False,False,6791295.247951532,False,False,False,False
2022-07-08 00:00:00+00:00,34.85,35.4996,31.9549,32.37,4874679,,,,28.872554922787888,29.48359847404954,,29.895037102583878,27.482506141416177,29.32361927318009,29.011463182803517,#000000,,28.93342416020937,,52.148435223200565,-12.690696286432576,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0395923884285396,0.951173503205527,False,False,False,False,0.18643247513359457,0.10110812214731559,False,False,False,False,16504121,5737496.696253793,False,False,False,False,6649323.674029196,False,False,False,False
2022-07-15 00:00:00+00:00,35.99,36.05,33.15,34.79,4617050,,,,29.14700718395803,29.668595394195062,,30.505488065078627,27.942440526091474,29.48913164996167,29.350532563856973,#000000,,29.3158827923308,,54.88226348492411,-9.44430390447009,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0502328979815507,0.9408202407824032,False,False,False,False,0.23607915954421385,0.16859364084576473,False,False,False,False,21121171,6877028.12616092,False,False,False,False,6498784.883360366,False,False,False,False
2022-07-22 00:00:00+00:00,33.66,36.72,33.52,36.05,5204270,,,,29.40811578200012,29.847453238320718,,30.990485712590864,28.370722641438523,29.651074488333123,29.65357037253667,#000000,,29.654194343587555,,55.32648929910127,-8.408087169488525,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0637276741654778,0.931854625708007,False,False,False,False,0.26619682092490904,0.21739523088533688,False,False,False,False,15916901,7546648.339037889,False,False,False,False,6402894.892000339,False,False,False,False
2022-07-29 00:00:00+00:00,32.72,34.5783,31.58,33.81,4661131,,,,29.553304256396203,29.944725362609525,,31.17795426876196,28.619526852681023,29.74179641909435,29.807461431908614,#000000,,29.82387768511218,,55.068785337093836,-8.012038510855653,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0540573572063157,0.9331728848296255,False,False,False,False,0.15015711317969518,0.18377617203251603,False,False,False,False,11255770,7821398.091701749,False,False,False,False,6273875.344444758,False,False,False,False
2022-08-05 00:00:00+00:00,63.84,73.02,31.51,31.51,25866616,,,56.123333333333335,34.466701285481,33.814432282755156,56.123333333333335,39.801833208846126,34.981119063568336,33.22620448040687,41.2195652839606,#000000,,46.75740473477028,,62.156960208155894,-0.6065809802528577,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0272064687867917,0.6977596094421639,False,False,False,False,0.342828251769243,0.2633022119008795,False,False,False,False,37122386,9991841.640464582,False,False,False,False,7725189.46707848,False,False,False,False
2022-08-12 00:00:00+00:00,66.75,66.9,66.46,66.69,64492628,,,63.674658178857726,44.63951289859415,42.671483925506045,63.674658178857726,52.25532263866701,46.58385142540137,41.519414827397526,50.716986010468794,#000000,,56.547122605445956,,67.5245870779263,4.9098536623567455,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2506131194959385,0.7361133689479848,False,False,False,False,0.3428282526687658,0.3030652322848226,False,False,False,False,101615014,16778743.296726465,False,False,False,False,11930184.913961556,False,False,False,False
2022-08-19 00:00:00+00:00,67.02,67.48,66.68,66.71,23284954,,,64.3682926095356,46.93271270087201,44.832671186199676,64.3682926095356,54.375420645446084,48.97244351978446,43.61626141428998,52.4951563836662,#000000,,58.02111234607544,,71.38713625859691,8.87220584540772,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2393988944738816,0.7405030525452518,False,False,False,False,0.3428282526850876,0.32294674248495514,False,False,False,False,124899968,24787722.904376358,False,False,False,False,12771278.920334773,False,False,False,False
2022-08-26 00:00:00+00:00,67.34,67.67,67.0,67.09,16523075,,,64.74508983393494,48.313406247688214,46.16403674771037,64.74508983393494,55.57102652352296,50.37636488677536,44.922077706041826,53.548155968515516,#000000,,58.859392769542055,,74.18190046344341,11.786088844205224,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.27401008715988,0.7148493280958655,False,False,False,False,0.34282825269533446,0.3328874975901448,False,False,False,False,141423043,33427376.244792923,False,False,False,False,13049189.741050716,False,False,False,False
2022-09-02 00:00:00+00:00,67.8,68.15,67.27,67.32,14473281,,,65.04477187472149,49.400451726561045,47.227057561763345,65.04477187472149,56.48078385413869,51.466140075453154,45.97176355900566,54.37653436090926,#000000,,59.50911691975871,,76.23238329578427,14.009320779821778,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.281128673901442,0.6908884338907996,False,False,False,False,0.34282825271018463,0.33785787515016474,False,False,False,False,155896324,42499150.15258604,False,False,False,False,13154677.982454367,False,False,False,False
2022-09-09 00:00:00+00:00,67.76,68.05,67.68,67.91,13532417,,,65.28306080735712,50.316728572835274,48.134355949719094,65.28306080735712,57.22226906374324,52.37317682197672,46.873163151988,55.069402167853795,#000000,,60.04039187510855,,77.67520846816683,15.696487834597022,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.287824667001232,0.6768284440687921,False,False,False,False,0.3428282527162481,0.34034306393320646,False,False,False,False,142363907,49896539.54869078,False,False,False,False,13182658.65042071,False,False,False,False
2022-09-16 00:00:00+00:00,67.62,67.98,67.54,67.86,17160296,,,65.52091752798972,51.3484765669442,49.16988162261953,65.52091752798972,58.024940430527366,53.38061216637905,47.908819851498606,55.839223670564024,#000000,,60.61184691322146,,78.6243906165502,16.968003347847116,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2954958763701732,0.6896587335268614,False,False,False,False,0.34104519761884616,0.3406941307760263,False,False,False,False,125203611,55474841.137676656,False,False,False,False,13477298.454093251,False,False,False,False
2022-09-23 00:00:00+00:00,67.99,68.2,67.61,67.69,11606298,,,65.6706943648874,51.98807818244146,49.817901747304056,65.6706943648874,58.51244535335618,53.99952046890092,48.559980704891274,56.31704502666696,#000000,,60.963338638007976,,79.35573947832339,18.08827410229165,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2698187934655274,0.6994486311611792,False,False,False,False,0.34282825271780604,0.34176119174691616,False,False,False,False,136809909,61499660.97933024,False,False,False,False,13338705.827864122,False,False,False,False
2022-09-30 00:00:00+00:00,68.1,68.28,67.74,67.92,10482679,,,65.79649918770046,52.528376543897664,50.3691063587621,65.79649918770046,58.917816791907,54.51888602473395,49.115786063284276,56.720424308283704,#000000,,61.25742529801047,,79.89490936411806,19.071780605533917,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2526279839483294,0.7051836449748127,False,False,False,False,0.34282825272188155,0.34229472223439883,False,False,False,False,147292588,67854692.61049096,False,False,False,False,13127148.285059372,False,False,False,False
2022-10-07 00:00:00+00:00,68.49,68.49,68.45,68.46,6903643,,68.47666666666667,65.88705511150756,52.87424009804114,50.722788979438526,65.88705511150756,59.17836107666791,54.85082673887228,49.47287762322607,58.418733925740966,#000000,,64.85728449158742,,80.34282140682255,20.004504067989203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2582267969067689,0.7097736697888374,False,False,False,False,0.34282825273950834,0.3425614874869536,False,False,False,False,154196231,74250362.12082496,False,False,False,False,12666147.893573493,False,False,False,False
2022-10-14 00:00:00+00:00,68.49,68.49,68.45,68.46,0,,68.47666666666667,65.88705511150756,52.87424009804114,50.722788979438526,65.88705511150756,59.17836107666791,54.85082673887228,49.47287762322607,58.418733925740966,#000000,,64.85728449158742,,80.6627585801829,20.839664628847373,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2732202044189485,0.6891911592932635,False,False,False,False,0.34282825273950834,0.34269487011323096,False,False,False,False,154196231,80172278.33409718,False,False,False,False,11727914.716271752,False,False,False,False
2022-10-21 00:00:00+00:00,68.49,68.49,68.45,68.46,0,,68.47666666666667,65.88705511150756,52.87424009804114,50.722788979438526,65.88705511150756,59.17836107666791,54.85082673887228,49.47287762322607,58.418733925740966,#000000,,64.85728449158742,,80.89128513258315,21.603647384455883,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2929447545689006,0.6797537771581357,False,False,False,False,0.34282825273950834,0.34276156142636965,False,False,False,False,154196231,85655534.08712703,False,False,False,False,10859180.292844215,False,False,False,False
2022-10-28 00:00:00+00:00,68.49,68.49,68.45,68.46,0,,68.47666666666667,65.88705511150756,52.87424009804114,50.722788979438526,65.88705511150756,59.17836107666791,54.85082673887228,49.47287762322607,58.418733925740966,#000000,,64.85728449158742,,81.05451838429761,22.313031813113014,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.3260760032778718,0.6521919342296146,False,False,False,False,0.34282825273950834,0.342794907082939,False,False,False,False,154196231,90732622.74733984,False,False,False,False,10054796.567448348,False,False,False,False
2022-11-04 00:00:00+00:00,68.49,68.49,68.49,68.49,74,68.49,68.47666680958484,65.88705605420678,52.87424372804502,50.72279269929636,65.88705605420678,59.178363797209094,54.850830215718524,49.47288138292084,59.53776563790981,#000000,,67.1851947294996,,81.17111356409366,22.977983416535466,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.3939726374409858,0.6091938525151124,False,False,False,False,0.34282825274026635,0.3428115799116027,False,False,False,False,154196231,95433630.7660554,False,False,False,False,9310002.303192915,False,False,False,False
